:ID,:LABEL,statement_id,full_name,first_name,last_name,age,date_of_birth,gender,occupation,employer,phone,alt_phone,email,residential_address,city,state,zip_code,statement_date,statement_id_ref,claim_id,incident_state,distance_from_scene_ft,relationship_to_claimant,deposition_ready,willing_to_testify,reliability_score,reliability_note,prior_testimony_count,prior_testimony_flag,criminal_record_flag,statement_recorded,statement_notarized,cross_claim_appearance_count,contacted_by_attorney,credibility_flag,same_name_claims_count,professional_witness_flag,same_phone_claims_count,same_address_claims_count,compensation_received_flag,coached_statement_flag
WS-987524-W3,Witness,WS-987524-W3,Stephanie Lewis,Stephanie,Lewis,61,10/10/1954,Female,Mail Carrier,Self-Employed,(241) 712-4780,,stephanie.lewis@gmail.com,"8774 Cedar St, New York, NY",New York,NY,27922,2/22/2015,WS-987524-W3,CLM-987524,NY,297,Unknown,Yes,Yes,73,Statement matches police report,4,Yes,No,Audio,Yes,1,Yes,MEDIUM,3,Yes,1,1,No,Yes
WS-490596-W1,Witness,WS-490596-W1,Karen Carter,Karen,Carter,70,8/1/1945,Male,Postal Worker Making Deliveries,County Government,(248) 657-4545,(501) 438-7523,karen.carter@yahoo.com,"2043 Main St, Morgantown, WV",Morgantown,WV,46493,1/14/2015,WS-490596-W1,CLM-490596,WV,301,Unknown,No,No,80,Corroborated by dashcam,2,No,No,Written,Yes,1,No,HIGH,6,Yes,1,1,Yes,No
WS-490596-W2,Witness,WS-490596-W2,Ryan King,Ryan,King,38,6/24/1977,Male,Construction Worker,Unemployed,(353) 566-3044,(690) 943-4394,ryan.king@gmail.com,"8116 Cedar Dr, Huntington, WV",Huntington,WV,32879,1/14/2015,WS-490596-W2,CLM-490596,WV,90,Stranger/Bystander,Yes,No,40,Consistent with physical evidence,2,No,No,Audio,No,1,No,LOW,4,Yes,1,1,Yes,No
WS-490596-W3,Witness,WS-490596-W3,Robert Green,Robert,Green,61,11/13/1954,Male,Nurse Heading To Work,Retired,(579) 668-8986,,robert.green@gmail.com,"7000 Pine Ave, Morgantown, WV",Morgantown,WV,25886,1/14/2015,WS-490596-W3,CLM-490596,WV,303,Stranger/Bystander,Yes,No,88,Consistent with physical evidence,0,No,No,Video,Yes,1,No,HIGH,4,Yes,1,1,No,No
WS-913464-W1,Witness,WS-913464-W1,Daniel Wright,Daniel,Wright,60,10/11/1955,Female,Pedestrian,Unemployed,(384) 592-8760,,daniel.wright@outlook.com,"2177 Maple St, Morgantown, WV",Morgantown,WV,45099,1/19/2015,WS-913464-W1,CLM-913464,WV,104,Stranger/Bystander,Unknown,Yes,52,No prior testimony history,2,No,No,,No,1,No,MEDIUM,8,Yes,1,1,Yes,No
WS-398484-W1,Witness,WS-398484-W1,Stephanie Hall,Stephanie,Hall,43,1/5/1972,Female,Food Truck Vendor,County Government,(800) 822-9240,(449) 388-5256,stephanie.hall@yahoo.com,"9527 Cedar Ave, Richmond, VA",Richmond,VA,24971,1/24/2015,WS-398484-W1,CLM-398484,VA,188,Stranger/Bystander,Yes,Yes,49,Prior testimony flagged,0,No,No,Written,No,1,No,LOW,1,No,1,1,No,No
WS-398484-W2,Witness,WS-398484-W2,Jessica Carter,Jessica,Carter,28,11/8/1987,Female,Construction Worker,County Government,(847) 962-9840,(797) 782-5016,jessica.carter@gmail.com,"4076 Pine Dr, Richmond, VA",Richmond,VA,76367,1/24/2015,WS-398484-W2,CLM-398484,VA,117,Stranger/Bystander,Yes,Yes,54,Statement matches police report,1,No,No,Written,Yes,1,Yes,MEDIUM,1,No,1,1,No,No
WS-398484-W3,Witness,WS-398484-W3,Amanda Carter,Amanda,Carter,69,1/15/1946,Female,Nearby Shop Owner,Retired,(380) 420-4996,,amanda.carter@yahoo.com,"380 Pine St, Norfolk, VA",Norfolk,VA,83547,1/24/2015,WS-398484-W3,CLM-398484,VA,54,Stranger/Bystander,Yes,No,55,Consistent with physical evidence,2,No,No,Written,Yes,1,No,MEDIUM,6,Yes,1,1,Yes,No
WS-752504-W1,Witness,WS-752504-W1,Susan Mitchell,Susan,Mitchell,62,3/1/1953,Male,Construction Worker,Private Company,(492) 474-3553,,susan.mitchell@yahoo.com,"7692 Maple Dr, New York, NY",New York,NY,73176,1/27/2015,WS-752504-W1,CLM-752504,NY,285,Passerby,No,Unknown,69,Prior testimony flagged,3,Yes,No,Written,No,1,No,MEDIUM,3,Yes,1,1,Yes,No
WS-752504-W2,Witness,WS-752504-W2,Daniel Scott,Daniel,Scott,65,10/28/1950,Male,Cyclist,Private Company,(456) 913-3891,,daniel.scott@gmail.com,"7904 Main Dr, Buffalo, NY",Buffalo,NY,55349,1/27/2015,WS-752504-W2,CLM-752504,NY,154,Unknown,Yes,No,75,Corroborated by dashcam,0,No,No,Written,No,1,No,HIGH,2,No,1,1,No,No
WS-752504-W3,Witness,WS-752504-W3,Angela Green,Angela,Green,71,12/8/1944,Male,Rideshare Driver,County Government,(520) 709-5657,,angela.green@outlook.com,"3051 Cedar Blvd, Buffalo, NY",Buffalo,NY,15906,1/27/2015,WS-752504-W3,CLM-752504,NY,385,Stranger/Bystander,No,No,51,No prior testimony history,3,Yes,No,,No,1,Yes,MEDIUM,4,Yes,1,1,Yes,No
WS-449263-W1,Witness,WS-449263-W1,Paul Evans,Paul,Evans,28,11/19/1987,Female,Dog Walker,City of Albany,(842) 307-2449,,paul.evans@gmail.com,"4513 Oak St, Albany, NY",Albany,NY,13252,1/13/2015,WS-449263-W1,CLM-449263,NY,418,Unknown,Yes,Yes,75,Consistent with physical evidence,0,No,No,Audio,No,1,No,HIGH,4,Yes,1,4,Yes,Yes
WS-449263-W2,Witness,WS-449263-W2,Karen Hall,Karen,Hall,65,8/14/1950,Female,Food Truck Vendor,Self-Employed,(580) 664-4758,,karen.hall@outlook.com,"5542 Maple Blvd, New York, NY",New York,NY,78861,1/13/2015,WS-449263-W2,CLM-449263,NY,408,Stranger/Bystander,No,Yes,95,Consistent with physical evidence,1,No,No,Written,Yes,1,No,HIGH,3,Yes,1,1,Yes,No
WS-449263-W3,Witness,WS-449263-W3,Daniel Reed,Daniel,Reed,42,6/20/1973,Female,Cyclist,Unemployed,(512) 351-2849,(511) 469-3737,daniel.reed@gmail.com,"3441 Cedar St, Buffalo, NY",Buffalo,NY,38885,1/13/2015,WS-449263-W3,CLM-449263,NY,391,Friend of Claimant,Yes,Yes,85,Prior testimony flagged,2,No,No,Written,No,1,Yes,HIGH,6,Yes,6,1,Yes,Yes
WS-844007-W1,Witness,WS-844007-W1,Laura Lee,Laura,Lee,53,1/3/1962,Male,College Student Waiting For The Bus,Unemployed,(801) 655-5244,,laura.lee@outlook.com,"1932 Pine St, Richmond, VA",Richmond,VA,71787,1/15/2015,WS-844007-W1,CLM-844007,VA,132,Neighbor,Yes,No,51,Statement matches police report,4,Yes,No,Written,No,1,No,MEDIUM,3,Yes,1,1,Yes,No
WS-844007-W2,Witness,WS-844007-W2,Ashley Evans,Ashley,Evans,59,9/8/1956,Male,Pedestrian,Private Company,(896) 443-6718,(462) 454-4910,ashley.evans@yahoo.com,"1780 Cedar Ave, Virginia Beach, VA",Virginia Beach,VA,89141,1/15/2015,WS-844007-W2,CLM-844007,VA,351,Passerby,Yes,Yes,51,No prior testimony history,5,Yes,No,,No,1,No,MEDIUM,3,Yes,1,1,No,No
WS-844007-W3,Witness,WS-844007-W3,Jennifer Green,Jennifer,Green,43,4/9/1972,Female,Retired Police Officer Walking Their Dog,City of Roanoke,(861) 436-2219,,jennifer.green@outlook.com,"8929 Oak Blvd, Roanoke, VA",Roanoke,VA,93388,1/15/2015,WS-844007-W3,CLM-844007,VA,365,Unknown,Yes,Yes,79,Prior testimony flagged,0,No,No,Written,No,1,No,HIGH,5,Yes,1,1,No,No
WS-670142-W1,Witness,WS-670142-W1,Robert Mitchell,Robert,Mitchell,53,12/25/1962,Female,Construction Worker,County Government,(357) 461-7746,(219) 329-1569,robert.mitchell@yahoo.com,"7346 Oak St, Columbia, SC",Columbia,SC,98689,1/4/2015,WS-670142-W1,CLM-670142,SC,445,Stranger/Bystander,Yes,Yes,52,Statement matches police report,4,Yes,No,Written,No,1,No,MEDIUM,4,Yes,1,1,Yes,Yes
WS-670142-W2,Witness,WS-670142-W2,Mark Scott,Mark,Scott,70,7/14/1945,Female,School Bus Driver,County Government,(555) 662-3193,,mark.scott@gmail.com,"2410 Maple Blvd, Columbia, SC",Columbia,SC,28793,1/4/2015,WS-670142-W2,CLM-670142,SC,315,Friend of Claimant,Yes,No,98,Corroborated by dashcam,4,Yes,No,Written,No,1,No,HIGH,4,Yes,1,1,Yes,No
WS-607687-W1,Witness,WS-607687-W1,Linda King,Linda,King,68,11/26/1947,Male,Mail Carrier,County Government,(732) 633-1138,(874) 940-3595,linda.king@outlook.com,"5866 Pine Ave, Pittsburgh, PA",Pittsburgh,PA,68892,1/14/2015,WS-607687-W1,CLM-607687,PA,137,Stranger/Bystander,Yes,Yes,51,Corroborated by dashcam,1,No,No,Audio,No,1,No,MEDIUM,1,No,1,1,No,No
WS-967713-W1,Witness,WS-967713-W1,Ashley Smith,Ashley,Smith,57,7/9/1958,Female,Jogger,Unemployed,(826) 338-6685,,ashley.smith@gmail.com,"2992 Main Dr, Durham, NC",Durham,NC,31180,1/27/2015,WS-967713-W1,CLM-967713,NC,226,Passerby,No,Yes,76,Consistent with physical evidence,2,No,No,Written,No,1,Yes,HIGH,1,No,1,1,No,No
WS-291902-W1,Witness,WS-291902-W1,Melissa Ramirez,Melissa,Ramirez,51,4/14/1964,Female,Pedestrian,Retired,(422) 893-2826,(535) 223-9537,melissa.ramirez@gmail.com,"8028 Cedar Ave, Albany, NY",Albany,NY,97968,2/12/2015,WS-291902-W1,CLM-291902,NY,407,Stranger/Bystander,No,Unknown,67,Statement matches police report,4,Yes,No,,No,1,No,MEDIUM,6,Yes,1,1,No,No
WS-291902-W2,Witness,WS-291902-W2,Robert Mitchell,Robert,Mitchell,49,1/8/1966,Male,College Student Waiting For The Bus,Private Company,(904) 823-8637,(236) 306-1001,robert.mitchell@yahoo.com,"3849 Maple Ave, Albany, NY",Albany,NY,97505,2/12/2015,WS-291902-W2,CLM-291902,NY,129,Stranger/Bystander,Yes,Yes,94,Prior testimony flagged,2,No,No,Written,No,1,No,HIGH,4,Yes,1,1,No,No
WS-291902-W3,Witness,WS-291902-W3,Daniel Reed,Daniel,Reed,70,9/3/1945,Male,Nurse Heading To Work,Retired,(855) 905-8767,(660) 246-2894,daniel.reed@outlook.com,"9579 Oak Blvd, New York, NY",New York,NY,68056,2/12/2015,WS-291902-W3,CLM-291902,NY,430,Neighbor,Yes,Yes,92,Consistent with physical evidence,0,No,No,Written,Yes,1,No,HIGH,6,Yes,1,1,Yes,No
WS-149839-W1,Witness,WS-149839-W1,Angela Jones,Angela,Jones,69,11/7/1946,Female,Nurse Heading To Work,Self-Employed,(229) 356-8688,,angela.jones@yahoo.com,"9996 Oak St, Roanoke, VA",Roanoke,VA,63242,2/3/2015,WS-149839-W1,CLM-149839,VA,433,Stranger/Bystander,Yes,Yes,98,Prior testimony flagged,5,Yes,No,Written,No,1,No,HIGH,5,Yes,1,1,Yes,No
WS-149839-W2,Witness,WS-149839-W2,Jessica Green,Jessica,Green,33,1/17/1982,Male,Mail Carrier,County Government,(463) 850-3874,,jessica.green@yahoo.com,"2266 Oak St, Virginia Beach, VA",Virginia Beach,VA,54174,2/3/2015,WS-149839-W2,CLM-149839,VA,297,Stranger/Bystander,No,Yes,78,Consistent with physical evidence,5,Yes,No,Written,No,1,No,HIGH,4,Yes,1,1,No,No
WS-149839-W3,Witness,WS-149839-W3,Jason Scott,Jason,Scott,60,4/13/1955,Female,Retired Police Officer Walking Their Dog,Unemployed,(966) 730-7745,,jason.scott@yahoo.com,"7815 Pine St, Virginia Beach, VA",Virginia Beach,VA,10997,2/3/2015,WS-149839-W3,CLM-149839,VA,369,Unknown,Yes,No,45,Statement matches police report,4,Yes,No,Written,Yes,1,No,LOW,5,Yes,1,1,No,No
WS-840225-W1,Witness,WS-840225-W1,Thomas Turner,Thomas,Turner,58,11/24/1957,Female,Jogger,County Government,(998) 896-6130,(869) 915-4818,thomas.turner@gmail.com,"7105 Pine Dr, Morgantown, WV",Morgantown,WV,18968,1/26/2015,WS-840225-W1,CLM-840225,WV,145,Neighbor,Yes,No,94,Inconsistency in timeline,1,No,Yes,Written,Yes,1,No,HIGH,5,Yes,1,1,No,No
WS-840225-W2,Witness,WS-840225-W2,Susan Hall,Susan,Hall,21,2/1/1994,Male,College Student Waiting For The Bus,County Government,(824) 985-6882,(262) 314-6196,susan.hall@outlook.com,"4355 Oak Blvd, Morgantown, WV",Morgantown,WV,11097,1/26/2015,WS-840225-W2,CLM-840225,WV,111,Unknown,No,Yes,71,Prior testimony flagged,1,No,No,Written,No,1,Yes,MEDIUM,1,No,1,1,No,No
WS-840225-W3,Witness,WS-840225-W3,Stephanie Wright,Stephanie,Wright,44,7/14/1971,Female,Real Estate Agent Who Had Just Parked,City of Charleston,(849) 832-7478,,stephanie.wright@outlook.com,"2168 Oak Ave, Charleston, WV",Charleston,WV,80392,1/26/2015,WS-840225-W3,CLM-840225,WV,360,Stranger/Bystander,Unknown,Yes,68,Statement matches police report,1,No,No,Written,No,1,No,MEDIUM,2,No,1,1,No,No
WS-535879-W1,Witness,WS-535879-W1,Jennifer Green,Jennifer,Green,34,1/26/1981,Male,Postal Worker Making Deliveries,Private Company,(881) 529-4197,,jennifer.green@yahoo.com,"9607 Oak Ave, Roanoke, VA",Roanoke,VA,22188,2/17/2015,WS-535879-W1,CLM-535879,VA,90,Passerby,Yes,Unknown,54,No prior testimony history,2,No,No,Written,No,1,No,MEDIUM,5,Yes,1,1,No,No
WS-535879-W2,Witness,WS-535879-W2,Daniel Wright,Daniel,Wright,25,10/21/1990,Male,Real Estate Agent Who Had Just Parked,City of Virginia Beach,(921) 378-9045,,daniel.wright@gmail.com,"1144 Maple Dr, Virginia Beach, VA",Virginia Beach,VA,32937,2/17/2015,WS-535879-W2,CLM-535879,VA,103,Stranger/Bystander,Yes,Yes,71,Statement matches police report,4,Yes,No,Written,Yes,1,No,MEDIUM,8,Yes,1,1,No,No
WS-720356-W1,Witness,WS-720356-W1,Steven Lee,Steven,Lee,64,4/3/1951,Male,Postal Worker Making Deliveries,Private Company,(507) 358-4186,(389) 630-3216,steven.lee@outlook.com,"4375 Cedar Ave, New York, NY",New York,NY,43876,1/3/2015,WS-720356-W1,CLM-720356,NY,320,Neighbor,Unknown,Yes,44,Prior testimony flagged,4,Yes,No,,Yes,1,No,LOW,3,Yes,1,1,No,No
WS-148498-W1,Witness,WS-148498-W1,Jason Collins,Jason,Collins,64,4/20/1951,Male,School Bus Driver,Self-Employed,(597) 324-7507,,jason.collins@gmail.com,"816 Cedar Ave, Greenville, SC",Greenville,SC,22537,1/13/2015,WS-148498-W1,CLM-148498,SC,455,Unknown,No,Yes,64,No prior testimony history,0,No,No,,Yes,1,No,MEDIUM,7,Yes,3,1,Yes,No
WS-148498-W2,Witness,WS-148498-W2,Susan Lee,Susan,Lee,66,1/14/1949,Male,Cyclist,City of Columbia,(637) 604-2900,(404) 445-3860,susan.lee@yahoo.com,"8837 Cedar Blvd, Columbia, SC",Columbia,SC,73175,1/13/2015,WS-148498-W2,CLM-148498,SC,344,Stranger/Bystander,Yes,Yes,85,Statement matches police report,4,Yes,No,Written,No,1,No,HIGH,4,Yes,1,1,No,No
WS-148498-W3,Witness,WS-148498-W3,Laura Reed,Laura,Reed,35,6/10/1980,Male,Delivery Driver,Retired,(486) 881-9834,(306) 886-1536,laura.reed@gmail.com,"2179 Oak Ave, Columbia, SC",Columbia,SC,57606,1/13/2015,WS-148498-W3,CLM-148498,SC,297,Stranger/Bystander,No,Yes,46,Consistent with physical evidence,5,Yes,No,Written,Yes,1,No,LOW,4,Yes,1,1,No,No
WS-281388-W1,Witness,WS-281388-W1,Stephanie Reed,Stephanie,Reed,59,3/25/1956,Female,Postal Worker Making Deliveries,Retired,(999) 544-8015,(489) 615-2260,stephanie.reed@yahoo.com,"4949 Maple Blvd, Greenville, SC",Greenville,SC,70737,2/4/2015,WS-281388-W1,CLM-281388,SC,59,Stranger/Bystander,Unknown,Yes,89,Statement matches police report,4,Yes,No,Written,No,1,No,HIGH,6,Yes,1,1,No,No
WS-281388-W2,Witness,WS-281388-W2,Mark Parker,Mark,Parker,66,8/4/1949,Female,Dog Walker,City of Charleston,(458) 367-2343,,mark.parker@gmail.com,"8000 Maple Ave, Charleston, SC",Charleston,SC,27615,2/4/2015,WS-281388-W2,CLM-281388,SC,108,Stranger/Bystander,Yes,Yes,74,Statement matches police report,4,Yes,No,Written,No,1,No,MEDIUM,2,No,1,1,No,No
WS-281388-W3,Witness,WS-281388-W3,Jessica Hill,Jessica,Hill,27,3/18/1988,Female,Cyclist,Unemployed,(654) 955-3946,,jessica.hill@gmail.com,"1759 Oak Blvd, Charleston, SC",Charleston,SC,58902,2/4/2015,WS-281388-W3,CLM-281388,SC,384,Stranger/Bystander,Yes,Yes,60,Prior testimony flagged,4,Yes,No,Written,No,1,No,MEDIUM,3,Yes,1,1,No,Yes
WS-728600-W1,Witness,WS-728600-W1,Karen Adams,Karen,Adams,42,4/4/1973,Male,Dog Walker,Retired,(215) 767-1778,(866) 281-6636,karen.adams@yahoo.com,"4934 Main St, Columbia, SC",Columbia,SC,61886,1/20/2015,WS-728600-W1,CLM-728600,SC,59,Stranger/Bystander,Yes,Yes,43,No prior testimony history,5,Yes,Yes,Audio,No,1,Yes,LOW,3,Yes,3,1,No,No
WS-728600-W2,Witness,WS-728600-W2,Ashley Jones,Ashley,Jones,63,10/20/1952,Female,Real Estate Agent Who Had Just Parked,Unemployed,(223) 757-3886,(721) 512-8001,ashley.jones@yahoo.com,"9229 Oak Ave, Charleston, SC",Charleston,SC,78862,1/20/2015,WS-728600-W2,CLM-728600,SC,206,Stranger/Bystander,Unknown,Yes,79,Prior testimony flagged,4,Yes,No,Written,No,1,No,HIGH,2,No,1,1,No,No
WS-531160-W1,Witness,WS-531160-W1,Jennifer Hill,Jennifer,Hill,33,11/2/1982,Male,Delivery Driver,Self-Employed,(690) 993-6114,,jennifer.hill@gmail.com,"6934 Maple Dr, Huntington, WV",Huntington,WV,92061,2/5/2015,WS-531160-W1,CLM-531160,WV,379,Stranger/Bystander,No,Yes,72,No prior testimony history,3,Yes,No,Written,No,1,Yes,MEDIUM,2,No,1,1,No,No
WS-531160-W2,Witness,WS-531160-W2,Jessica Hall,Jessica,Hall,34,12/19/1981,Female,Delivery Driver,County Government,(997) 261-8389,,jessica.hall@outlook.com,"3713 Pine St, Charleston, WV",Charleston,WV,79313,2/5/2015,WS-531160-W2,CLM-531160,WV,87,Stranger/Bystander,Yes,Yes,47,Statement matches police report,5,Yes,No,Written,No,1,No,LOW,4,Yes,1,1,Yes,Yes
WS-531160-W3,Witness,WS-531160-W3,Linda Lee,Linda,Lee,51,5/27/1964,Male,Construction Worker,City of Huntington,(981) 590-4052,,linda.lee@gmail.com,"8430 Pine Ave, Huntington, WV",Huntington,WV,72784,2/5/2015,WS-531160-W3,CLM-531160,WV,291,Unknown,Yes,Yes,57,No prior testimony history,0,No,No,Written,No,1,No,MEDIUM,4,Yes,1,1,No,No
WS-889003-W1,Witness,WS-889003-W1,Susan Turner,Susan,Turner,56,1/16/1959,Male,Postal Worker Making Deliveries,County Government,(976) 558-6409,(936) 360-7265,susan.turner@yahoo.com,"774 Pine Blvd, Charleston, WV",Charleston,WV,91088,1/2/2015,WS-889003-W1,CLM-889003,WV,64,Stranger/Bystander,No,Unknown,65,No prior testimony history,2,No,No,Audio,Yes,1,No,MEDIUM,2,No,1,1,No,No
WS-193213-W1,Witness,WS-193213-W1,Michelle Parker,Michelle,Parker,35,9/22/1980,Male,Dog Walker,City of Morgantown,(469) 608-5520,,michelle.parker@gmail.com,"988 Cedar St, Morgantown, WV",Morgantown,WV,79704,2/8/2015,WS-193213-W1,CLM-193213,WV,346,Friend of Claimant,Yes,Unknown,41,Statement matches police report,2,No,No,Written,No,1,No,LOW,5,Yes,1,1,No,Yes
WS-193213-W2,Witness,WS-193213-W2,Jessica Smith,Jessica,Smith,24,7/11/1991,Male,Cyclist,Private Company,(336) 544-9568,,jessica.smith@yahoo.com,"1019 Oak Ave, Charleston, WV",Charleston,WV,63138,2/8/2015,WS-193213-W2,CLM-193213,WV,188,Unknown,No,Yes,40,No prior testimony history,2,No,No,Written,No,1,No,LOW,5,Yes,1,1,Yes,No
WS-193213-W3,Witness,WS-193213-W3,Kevin Smith,Kevin,Smith,56,6/2/1959,Male,Delivery Driver,Unemployed,(673) 581-5062,(900) 297-5301,kevin.smith@gmail.com,"1750 Pine Dr, Morgantown, WV",Morgantown,WV,87555,2/8/2015,WS-193213-W3,CLM-193213,WV,16,Coworker,No,No,61,No prior testimony history,5,Yes,No,Written,No,1,No,MEDIUM,3,Yes,1,1,No,Yes
WS-125591-W1,Witness,WS-125591-W1,Paul Adams,Paul,Adams,67,12/4/1948,Male,Dog Walker,City of Charlotte,(674) 250-8018,(935) 652-2139,paul.adams@gmail.com,"6878 Oak Ave, Charlotte, NC",Charlotte,NC,35225,1/16/2015,WS-125591-W1,CLM-125591,NC,261,Unknown,Unknown,Yes,73,Inconsistency in timeline,3,Yes,No,Written,No,1,No,MEDIUM,7,Yes,1,1,Yes,No
WS-125591-W2,Witness,WS-125591-W2,Ryan Lewis,Ryan,Lewis,61,1/2/1954,Female,Nurse Heading To Work,Private Company,(534) 310-2358,(256) 540-5686,ryan.lewis@gmail.com,"8215 Main Blvd, Durham, NC",Durham,NC,32596,1/16/2015,WS-125591-W2,CLM-125591,NC,381,Stranger/Bystander,No,Yes,62,Prior testimony flagged,4,Yes,No,Audio,Yes,1,No,MEDIUM,2,No,1,1,No,No
WS-125591-W3,Witness,WS-125591-W3,Karen Carter,Karen,Carter,25,3/14/1990,Male,Real Estate Agent Who Had Just Parked,Self-Employed,(825) 489-2132,(512) 492-5490,karen.carter@yahoo.com,"1175 Oak Ave, Charlotte, NC",Charlotte,NC,21968,1/16/2015,WS-125591-W3,CLM-125591,NC,309,Neighbor,Yes,Yes,88,Corroborated by dashcam,2,No,No,Audio,No,1,No,HIGH,6,Yes,1,1,No,No
WS-227244-W1,Witness,WS-227244-W1,Amanda Smith,Amanda,Smith,66,11/28/1949,Male,College Student Waiting For The Bus,Retired,(594) 484-9860,(382) 577-9481,amanda.smith@outlook.com,"5836 Pine St, Roanoke, VA",Roanoke,VA,78906,1/30/2015,WS-227244-W1,CLM-227244,VA,120,Neighbor,Yes,Unknown,72,No prior testimony history,1,No,No,Written,No,1,No,MEDIUM,4,Yes,1,1,Yes,No
WS-227244-W2,Witness,WS-227244-W2,Ryan Nelson,Ryan,Nelson,31,4/3/1984,Male,Real Estate Agent Who Had Just Parked,County Government,(612) 342-1424,,ryan.nelson@gmail.com,"1354 Cedar Ave, Norfolk, VA",Norfolk,VA,56982,1/30/2015,WS-227244-W2,CLM-227244,VA,87,Stranger/Bystander,Yes,Unknown,75,Prior testimony flagged,5,Yes,No,Written,No,1,No,HIGH,4,Yes,1,1,No,No
WS-354455-W1,Witness,WS-354455-W1,Eric Scott,Eric,Scott,71,8/10/1944,Male,Real Estate Agent Who Had Just Parked,Unemployed,(984) 919-2107,,eric.scott@gmail.com,"9085 Oak Blvd, Charleston, WV",Charleston,WV,95653,1/27/2015,WS-354455-W1,CLM-354455,WV,308,Stranger/Bystander,No,Yes,85,Prior testimony flagged,0,No,No,,No,1,No,HIGH,2,No,1,1,No,No
WS-354455-W2,Witness,WS-354455-W2,Thomas Green,Thomas,Green,48,8/4/1967,Male,Delivery Driver,Unemployed,(432) 571-9578,(345) 873-3849,thomas.green@gmail.com,"4009 Maple St, Huntington, WV",Huntington,WV,61761,1/27/2015,WS-354455-W2,CLM-354455,WV,210,Friend of Claimant,Yes,Yes,74,Prior testimony flagged,4,Yes,No,Written,No,1,No,MEDIUM,4,Yes,1,1,Yes,No
WS-354455-W3,Witness,WS-354455-W3,Brian Collins,Brian,Collins,58,9/14/1957,Female,Postal Worker Making Deliveries,Private Company,(382) 212-2476,,brian.collins@gmail.com,"9175 Maple Ave, Morgantown, WV",Morgantown,WV,58274,1/27/2015,WS-354455-W3,CLM-354455,WV,10,Stranger/Bystander,Yes,Unknown,57,Prior testimony flagged,5,Yes,Yes,Video,No,1,No,MEDIUM,4,Yes,6,1,No,No
WS-433663-W1,Witness,WS-433663-W1,Amanda Green,Amanda,Green,20,5/8/1995,Male,Retired Police Officer Walking Their Dog,Unemployed,(881) 883-1786,,amanda.green@yahoo.com,"2067 Oak Dr, Spartanburg, SC",Spartanburg,SC,27340,2/23/2015,WS-433663-W1,CLM-433663,SC,41,Passerby,Yes,Yes,94,Corroborated by dashcam,0,No,No,Audio,No,1,No,HIGH,2,No,1,1,No,No
WS-433663-W2,Witness,WS-433663-W2,Paul Smith,Paul,Smith,56,4/21/1959,Female,Dog Walker,Retired,(926) 550-3835,(757) 572-7926,paul.smith@yahoo.com,"2297 Pine Blvd, Spartanburg, SC",Spartanburg,SC,85618,2/23/2015,WS-433663-W2,CLM-433663,SC,147,Stranger/Bystander,Yes,Yes,92,Corroborated by dashcam,1,No,No,Written,No,1,No,HIGH,2,No,1,1,No,No
WS-433663-W3,Witness,WS-433663-W3,Eric Mitchell,Eric,Mitchell,36,5/24/1979,Male,Delivery Driver,Unemployed,(406) 464-1478,(734) 864-4387,eric.mitchell@yahoo.com,"5334 Maple St, Columbia, SC",Columbia,SC,11596,2/23/2015,WS-433663-W3,CLM-433663,SC,423,Passerby,Yes,Yes,62,Prior testimony flagged,3,Yes,No,Written,No,1,No,MEDIUM,5,Yes,1,1,No,No
WS-471938-W1,Witness,WS-471938-W1,Eric Collins,Eric,Collins,22,1/28/1993,Male,Mail Carrier,Retired,(646) 740-9847,(394) 616-4054,eric.collins@yahoo.com,"4016 Maple Ave, Huntington, WV",Huntington,WV,59547,1/18/2015,WS-471938-W1,CLM-471938,WV,196,Stranger/Bystander,Yes,Yes,55,Statement matches police report,0,No,No,Written,No,1,No,MEDIUM,2,No,1,1,No,No
WS-564654-W1,Witness,WS-564654-W1,Kevin Mitchell,Kevin,Mitchell,18,4/4/1997,Male,Nurse Heading To Work,Private Company,(312) 558-7048,(575) 362-7171,kevin.mitchell@gmail.com,"1388 Cedar St, Charlotte, NC",Charlotte,NC,27291,2/15/2015,WS-564654-W1,CLM-564654,NC,458,Friend of Claimant,Yes,Yes,68,Inconsistency in timeline,2,No,No,Written,Yes,1,No,MEDIUM,2,No,1,1,No,No
WS-564654-W2,Witness,WS-564654-W2,Laura Nelson,Laura,Nelson,45,12/27/1970,Male,Jogger,Retired,(569) 968-1788,,laura.nelson@outlook.com,"7068 Maple Dr, Raleigh, NC",Raleigh,NC,72567,2/15/2015,WS-564654-W2,CLM-564654,NC,255,Stranger/Bystander,Unknown,Yes,82,Prior testimony flagged,3,Yes,No,Audio,No,1,No,HIGH,1,No,1,1,No,No
WS-564654-W3,Witness,WS-564654-W3,Jason Baker,Jason,Baker,53,10/11/1962,Female,Real Estate Agent Who Had Just Parked,County Government,(744) 451-7078,(832) 219-5865,jason.baker@gmail.com,"9196 Maple Ave, Greensboro, NC",Greensboro,NC,13351,2/15/2015,WS-564654-W3,CLM-564654,NC,312,Unknown,Unknown,Yes,86,Prior testimony flagged,1,No,No,Written,No,1,Yes,HIGH,3,Yes,6,1,Yes,Yes
