:ID,:LABEL,agent_code,agent_name,agency_name,agent_type,license_number,license_state,license_lines,designation,years_experience,hire_date,active_policies_count,ytd_premium_written,commission_rate_pct,ytd_commission_earned,retention_rate_pct,claims_ratio_pct,new_business_count_ytd,e_and_o_insurance,phone,email,office_address,certifications,performance_tier,fraud_referral_count_ytd,last_training_date,supervisor_name
AGT-1329,Agent,AGT-1329,Sandra Morrison,Central Midwest Agency,Captive,LIC-IN-617009,IN,Auto,LUTCF,30,12/01/1985,35,435314.95,15.0,22113.8,90.8,89.7,10,Yes,(978) 957-4091,sandra.morrison@centralmidwesta.com,"9096 Business Park Dr, IN",Anti-Fraud Certified|Commercial Lines Cert,Silver,7,11/01/2014,Branch Director C
AGT-1654,Agent,AGT-1654,Angela Patel,Heartland Insurance Services,Independent,LIC-IN-354444,IN,Life,None,27,4/01/1988,20,793418.47,15.9,63043.22,97.0,47.2,29,Yes,(208) 486-4845,angela.patel@heartlandinsura.com,"7389 Business Park Dr, IN",Life & Health Licensed|Commercial Lines Cert,Platinum,0,10/01/2014,District Manager A
AGT-6267,Agent,AGT-6267,Kevin Ashworth,Tri-State Coverage Associates,Broker,LIC-OH-663163,OH,Home,CIC,23,7/01/1992,185,178633.29,17.7,55178.57,90.6,49.5,53,Yes,(279) 584-6668,kevin.ashworth@tri-statecovera.com,"7286 Business Park Dr, OH",Life & Health Licensed|Anti-Fraud Certified,Silver,10,10/01/2014,Branch Director C
AGT-7208,Agent,AGT-7208,Patricia Bergman,Midwest Auto Insurance Agency,Independent,LIC-IL-209014,IL,All Lines,ChFC,11,9/01/2004,65,702683.21,11.5,40782.27,72.3,86.2,12,Yes,(665) 993-7551,patricia.bergman@midwestautoinsu.com,"7726 Business Park Dr, IL",Life & Health Licensed|Cyber Liability Cert,Silver,10,3/01/2014,District Manager A
AGT-3874,Agent,AGT-3874,Sandra Patel,Prairie State Insurance Partners,Independent,LIC-IL-740872,IL,Life,None,25,11/01/1990,75,792711.12,10.2,74857.23,88.2,48.7,39,Yes,(224) 523-2994,sandra.patel@prairiestateins.com,"4483 Business Park Dr, IL",Life & Health Licensed,Gold,4,1/01/2014,Branch Director C
AGT-6373,Agent,AGT-6373,Sandra Sullivan,Lakefront Coverage Group,Broker,LIC-IN-370206,IN,Commercial,None,7,4/01/2008,65,295304.37,17.6,43978.75,82.7,55.2,5,Yes,(469) 740-9289,sandra.sullivan@lakefrontcovera.com,"8302 Business Park Dr, IN",Cyber Liability Cert,Gold,0,11/01/2014,Branch Director C
AGT-8214,Agent,AGT-8214,Nancy Kowalski,Heartland Insurance Services,Broker,LIC-IL-434411,IL,Home,None,19,8/01/1996,62,327802.76,9.1,16578.13,82.0,80.4,24,Yes,(917) 461-5641,nancy.kowalski@heartlandinsura.com,"2145 Business Park Dr, IL",,Gold,2,1/01/2014,Regional VP B
AGT-1822,Agent,AGT-1822,Lisa Ashworth,Midwest Auto Insurance Agency,Independent,LIC-IL-936749,IL,Life,LUTCF,8,8/01/2007,107,474792.79,12.0,52615.59,77.0,86.3,62,Yes,(300) 387-2819,lisa.ashworth@midwestautoinsu.com,"7634 Business Park Dr, IL",Cyber Liability Cert,Platinum,2,9/01/2014,Branch Director C
AGT-8171,Agent,AGT-8171,Brian Delgado,Central Midwest Agency,Captive,LIC-IN-911649,IN,Commercial,CPCU,21,5/01/1994,56,237433.69,10.3,45902.63,92.3,65.5,25,Yes,(871) 353-5402,brian.delgado@centralmidwesta.com,"5871 Business Park Dr, IN",Commercial Lines Cert,Gold,6,9/01/2014,Regional VP B
AGT-6734,Agent,AGT-6734,Robert Yamamoto,Midwest Auto Insurance Agency,Independent,LIC-OH-585972,OH,Life,None,26,11/01/1989,162,230586.56,15.9,26697.75,86.3,89.3,54,Yes,(214) 764-3262,robert.yamamoto@midwestautoinsu.com,"9478 Business Park Dr, OH",Anti-Fraud Certified,Gold,0,7/01/2014,District Manager A
AGT-5517,Agent,AGT-5517,Maria Okafor,Lakefront Coverage Group,Independent,LIC-IL-402844,IL,Commercial,CLU,23,4/01/1992,41,737603.14,13.4,18605.9,76.6,41.1,36,No,(412) 357-7370,maria.okafor@lakefrontcovera.com,"4985 Business Park Dr, IL",Commercial Lines Cert|Anti-Fraud Certified,Silver,10,7/01/2014,Regional VP B
AGT-6326,Agent,AGT-6326,Thomas Sullivan,Lakefront Coverage Group,Broker,LIC-OH-693629,OH,Home,None,27,4/01/1988,223,483125.34,10.7,69394.66,71.5,56.1,39,Yes,(642) 858-1837,thomas.sullivan@lakefrontcovera.com,"9556 Business Park Dr, OH",,Gold,3,7/01/2014,Regional VP B
AGT-8678,Agent,AGT-8678,Nancy Patel,Central Midwest Agency,Captive,LIC-IN-741955,IN,Home,ChFC,1,7/01/2014,37,134464.56,12.5,39100.41,91.1,61.0,62,Yes,(836) 451-5488,nancy.patel@centralmidwesta.com,"1310 Business Park Dr, IN",Cyber Liability Cert|Commercial Lines Cert,Silver,3,10/01/2014,District Manager A
AGT-5304,Agent,AGT-5304,Sandra Callahan,Heartland Insurance Services,Captive,LIC-IL-829613,IL,Auto,None,24,6/01/1991,129,240804.33,11.1,26395.93,78.3,66.4,22,Yes,(254) 297-9779,sandra.callahan@heartlandinsura.com,"1525 Business Park Dr, IL",,Gold,6,8/01/2014,Regional VP B
AGT-3246,Agent,AGT-3246,Angela Delgado,Lakefront Coverage Group,Independent,LIC-IN-401207,IN,All Lines,None,8,3/01/2007,61,228553.88,10.5,47373.81,94.1,68.9,28,Yes,(750) 393-3927,angela.delgado@lakefrontcovera.com,"6223 Business Park Dr, IN",Life & Health Licensed|Cyber Liability Cert,Platinum,8,2/01/2014,Regional VP B
AGT-1263,Agent,AGT-1263,Lisa Okafor,Tri-State Coverage Associates,Captive,LIC-IN-726198,IN,Auto,ChFC,15,12/01/2000,22,779310.76,15.1,79094.9,73.4,42.3,31,Yes,(527) 973-6381,lisa.okafor@tri-statecovera.com,"5241 Business Park Dr, IN",Life & Health Licensed|Anti-Fraud Certified,Platinum,0,5/01/2014,District Manager A
AGT-4717,Agent,AGT-4717,Angela Ashworth,Lakefront Coverage Group,Independent,LIC-OH-500631,OH,All Lines,None,6,6/01/2009,162,284250.06,9.7,72728.8,87.4,66.0,34,No,(820) 931-3239,angela.ashworth@lakefrontcovera.com,"2462 Business Park Dr, OH",,Gold,4,10/01/2014,Branch Director C
AGT-7506,Agent,AGT-7506,Angela Callahan,Heartland Insurance Services,Captive,LIC-OH-636555,OH,All Lines,LUTCF,27,5/01/1988,103,183081.57,9.5,40828.05,95.4,46.0,8,Yes,(584) 737-5753,angela.callahan@heartlandinsura.com,"3358 Business Park Dr, OH",Anti-Fraud Certified|Life & Health Licensed,Gold,0,12/01/2014,Branch Director C
AGT-1436,Agent,AGT-1436,Brian Delgado,Midwest Auto Insurance Agency,Broker,LIC-IN-530244,IN,Home,CLU,1,10/01/2014,162,350236.58,15.4,68452.61,96.6,63.8,35,Yes,(287) 853-8456,brian.delgado@midwestautoinsu.com,"7416 Business Park Dr, IN",Cyber Liability Cert|Anti-Fraud Certified,Silver,10,1/01/2014,Branch Director C
AGT-1764,Agent,AGT-1764,Patricia Yamamoto,Prairie State Insurance Partners,Independent,LIC-IL-218298,IL,Life,None,15,12/01/2000,65,280629.99,16.8,36995.53,89.1,84.1,54,Yes,(389) 426-3481,patricia.yamamoto@prairiestateins.com,"7962 Business Park Dr, IL",Commercial Lines Cert|Anti-Fraud Certified,Gold,4,8/01/2014,District Manager A
AGT-7524,Agent,AGT-7524,Patricia Ashworth,Midwest Auto Insurance Agency,Broker,LIC-IN-632530,IN,Auto,None,29,10/01/1986,80,222924.04,11.1,15839.1,88.6,63.1,7,Yes,(378) 836-7492,patricia.ashworth@midwestautoinsu.com,"1426 Business Park Dr, IN",,Silver,10,10/01/2014,District Manager A
AGT-1802,Agent,AGT-1802,Maria Morrison,Heartland Insurance Services,Independent,LIC-IN-796779,IN,Commercial,None,19,7/01/1996,169,542705.09,16.5,61027.37,72.8,85.6,24,Yes,(735) 851-7423,maria.morrison@heartlandinsura.com,"9655 Business Park Dr, IN",,Silver,5,12/01/2014,District Manager A
AGT-7010,Agent,AGT-7010,Sandra Yamamoto,Heartland Insurance Services,Captive,LIC-IN-400184,IN,Life,LUTCF,15,2/01/2000,147,425005.35,9.1,67264.94,70.1,80.3,49,Yes,(698) 371-7236,sandra.yamamoto@heartlandinsura.com,"8272 Business Park Dr, IN",Cyber Liability Cert|Commercial Lines Cert,Bronze,8,3/01/2014,Branch Director C
AGT-9459,Agent,AGT-9459,Robert Callahan,Midwest Auto Insurance Agency,Broker,LIC-OH-366275,OH,Commercial,ChFC,6,2/01/2009,95,101297.78,15.0,72227.95,95.5,66.5,59,Yes,(817) 248-4603,robert.callahan@midwestautoinsu.com,"8459 Business Park Dr, OH",,Silver,8,12/01/2014,District Manager A
AGT-2775,Agent,AGT-2775,Maria Sullivan,Tri-State Coverage Associates,Independent,LIC-IN-638481,IN,Commercial,LUTCF,1,10/01/2014,50,619635.11,17.6,6958.34,72.2,48.0,49,Yes,(427) 851-9164,maria.sullivan@tri-statecovera.com,"1422 Business Park Dr, IN",Cyber Liability Cert|Life & Health Licensed,Bronze,4,9/01/2014,District Manager A
AGT-2067,Agent,AGT-2067,David Yamamoto,Heartland Insurance Services,Independent,LIC-IN-663980,IN,Commercial,LUTCF,2,5/01/2013,45,770379.26,8.3,62226.87,97.8,76.0,49,Yes,(376) 815-8065,david.yamamoto@heartlandinsura.com,"3313 Business Park Dr, IN",,Bronze,10,6/01/2014,Regional VP B
AGT-6553,Agent,AGT-6553,Nancy Morrison,Lakefront Coverage Group,Broker,LIC-IN-280970,IN,Home,None,19,11/01/1996,18,194292.79,15.2,72777.69,81.2,55.9,51,No,(729) 983-8472,nancy.morrison@lakefrontcovera.com,"4326 Business Park Dr, IN",Commercial Lines Cert|Life & Health Licensed,Silver,10,3/01/2014,District Manager A
AGT-5889,Agent,AGT-5889,Thomas Okafor,Prairie State Insurance Partners,Independent,LIC-IL-432538,IL,Life,ChFC,23,12/01/1992,53,150369.73,17.0,31323.98,91.0,74.7,50,Yes,(563) 574-7333,thomas.okafor@prairiestateins.com,"7855 Business Park Dr, IL",Commercial Lines Cert|Life & Health Licensed,Silver,9,10/01/2014,Regional VP B
AGT-5065,Agent,AGT-5065,Robert Okafor,Heartland Insurance Services,Independent,LIC-IN-848605,IN,Commercial,None,18,11/01/1997,14,630927.03,11.4,23422.12,83.2,52.3,32,Yes,(425) 267-5724,robert.okafor@heartlandinsura.com,"5366 Business Park Dr, IN",Commercial Lines Cert,Platinum,3,6/01/2014,Regional VP B
AGT-9019,Agent,AGT-9019,Angela Ashworth,Heartland Insurance Services,Independent,LIC-IL-430784,IL,Life,LUTCF,22,3/01/1993,242,681115.87,9.2,52492.88,80.4,78.2,54,Yes,(213) 942-2227,angela.ashworth@heartlandinsura.com,"8713 Business Park Dr, IL",Cyber Liability Cert|Commercial Lines Cert,Gold,7,1/01/2014,District Manager A
AGT-3017,Agent,AGT-3017,Karen Sullivan,Tri-State Coverage Associates,Independent,LIC-OH-807771,OH,All Lines,CPCU,23,3/01/1992,44,546004.93,12.2,40998.07,86.8,40.8,17,Yes,(407) 227-8342,karen.sullivan@tri-statecovera.com,"4962 Business Park Dr, OH",,Bronze,7,9/01/2014,District Manager A
AGT-3623,Agent,AGT-3623,Karen Yamamoto,Central Midwest Agency,Captive,LIC-IL-810509,IL,Home,CPCU,14,9/01/2001,245,619274.11,15.6,16855.58,70.4,69.3,61,Yes,(961) 762-2949,karen.yamamoto@centralmidwesta.com,"1373 Business Park Dr, IL",Cyber Liability Cert|Commercial Lines Cert,Gold,5,11/01/2014,Regional VP B
AGT-4379,Agent,AGT-4379,Nancy Patel,Tri-State Coverage Associates,Broker,LIC-IN-238819,IN,Commercial,CPCU,7,5/01/2008,86,521945.68,13.7,64133.74,87.7,65.8,60,Yes,(995) 383-9117,nancy.patel@tri-statecovera.com,"7283 Business Park Dr, IN",,Silver,8,3/01/2014,District Manager A
AGT-7769,Agent,AGT-7769,Kevin Callahan,Heartland Insurance Services,Independent,LIC-IL-448788,IL,Auto,None,4,7/01/2011,158,771175.73,8.2,12682.31,71.6,59.6,17,Yes,(441) 333-2650,kevin.callahan@heartlandinsura.com,"9838 Business Park Dr, IL",Life & Health Licensed|Commercial Lines Cert,Platinum,2,8/01/2014,Regional VP B
AGT-5191,Agent,AGT-5191,Brian Yamamoto,Central Midwest Agency,Independent,LIC-IN-318559,IN,Commercial,CLU,15,6/01/2000,43,692975.87,12.6,25959.37,81.7,68.7,32,Yes,(433) 596-3311,brian.yamamoto@centralmidwesta.com,"4383 Business Park Dr, IN",,Bronze,3,6/01/2014,Regional VP B
AGT-8518,Agent,AGT-8518,Karen Sullivan,Heartland Insurance Services,Independent,LIC-IL-899020,IL,Auto,ChFC,5,11/01/2010,231,349760.48,9.3,46629.83,87.5,65.9,79,Yes,(326) 658-9288,karen.sullivan@heartlandinsura.com,"3417 Business Park Dr, IL",Anti-Fraud Certified,Bronze,10,9/01/2014,Regional VP B
AGT-3822,Agent,AGT-3822,David Bergman,Central Midwest Agency,Captive,LIC-IN-352721,IN,Auto,CLU,9,9/01/2006,202,209059.06,12.4,38917.45,79.1,84.7,42,Yes,(369) 877-6335,david.bergman@centralmidwesta.com,"3716 Business Park Dr, IN",Life & Health Licensed|Anti-Fraud Certified,Gold,9,7/01/2014,Regional VP B
AGT-1384,Agent,AGT-1384,Brian Callahan,Central Midwest Agency,Independent,LIC-IL-505768,IL,Commercial,None,18,1/01/1997,119,407394.29,12.2,35433.66,85.8,89.2,31,Yes,(966) 241-4374,brian.callahan@centralmidwesta.com,"7724 Business Park Dr, IL",,Silver,0,12/01/2014,Branch Director C
AGT-7238,Agent,AGT-7238,James Bergman,Tri-State Coverage Associates,Captive,LIC-OH-655903,OH,Life,None,7,3/01/2008,206,786909.36,10.1,30776.08,84.1,55.2,28,Yes,(759) 920-2280,james.bergman@tri-statecovera.com,"4705 Business Park Dr, OH",Commercial Lines Cert,Platinum,7,2/01/2014,Branch Director C
AGT-7367,Agent,AGT-7367,James Okafor,Central Midwest Agency,Captive,LIC-OH-899050,OH,Life,CIC,4,3/01/2011,140,654081.32,16.2,7672.13,88.4,51.6,13,Yes,(906) 552-1443,james.okafor@centralmidwesta.com,"8088 Business Park Dr, OH",Life & Health Licensed,Bronze,4,12/01/2014,Branch Director C
AGT-9230,Agent,AGT-9230,Angela Ramirez,Midwest Auto Insurance Agency,Broker,LIC-IL-901128,IL,Life,CLU,9,12/01/2006,211,77852.96,17.7,47183.52,94.2,46.1,23,Yes,(387) 432-2440,angela.ramirez@midwestautoinsu.com,"5596 Business Park Dr, IL",,Platinum,8,1/01/2014,Regional VP B
AGT-5336,Agent,AGT-5336,Lisa Ashworth,Central Midwest Agency,Captive,LIC-OH-169573,OH,Life,CLU,17,9/01/1998,33,345734.9,12.4,7766.34,84.4,46.1,26,Yes,(735) 532-3047,lisa.ashworth@centralmidwesta.com,"156 Business Park Dr, OH",Cyber Liability Cert,Bronze,9,3/01/2014,Regional VP B
AGT-6889,Agent,AGT-6889,Thomas Sullivan,Central Midwest Agency,Broker,LIC-OH-147289,OH,Commercial,CIC,3,4/01/2012,162,438240.89,17.2,41757.45,86.8,65.4,65,Yes,(889) 950-7548,thomas.sullivan@centralmidwesta.com,"5486 Business Park Dr, OH",,Gold,3,10/01/2014,Regional VP B
AGT-9111,Agent,AGT-9111,Brian Ramirez,Lakefront Coverage Group,Captive,LIC-OH-220079,OH,Auto,None,18,4/01/1997,200,321974.83,8.8,46215.72,86.3,40.9,19,Yes,(354) 428-9425,brian.ramirez@lakefrontcovera.com,"2763 Business Park Dr, OH",Commercial Lines Cert|Life & Health Licensed,Silver,10,12/01/2014,Branch Director C
AGT-2885,Agent,AGT-2885,Karen Ramirez,Prairie State Insurance Partners,Independent,LIC-OH-935972,OH,Home,ChFC,27,10/01/1988,193,280862.66,10.3,16278.65,92.2,57.6,23,Yes,(726) 753-6327,karen.ramirez@prairiestateins.com,"7666 Business Park Dr, OH",,Platinum,3,12/01/2014,District Manager A
AGT-2867,Agent,AGT-2867,James Patel,Central Midwest Agency,Independent,LIC-IL-656141,IL,Home,CPCU,28,12/01/1987,132,206502.74,17.9,13485.85,80.7,48.4,19,Yes,(598) 401-9452,james.patel@centralmidwesta.com,"9551 Business Park Dr, IL",Life & Health Licensed|Anti-Fraud Certified,Gold,10,5/01/2014,District Manager A
AGT-7617,Agent,AGT-7617,Patricia Okafor,Lakefront Coverage Group,Captive,LIC-IL-835786,IL,Life,None,12,1/01/2003,166,235746.0,15.5,79959.28,87.4,43.1,70,Yes,(559) 372-4182,patricia.okafor@lakefrontcovera.com,"5869 Business Park Dr, IL",Commercial Lines Cert,Gold,6,4/01/2014,Branch Director C
AGT-5948,Agent,AGT-5948,Robert Okafor,Midwest Auto Insurance Agency,Captive,LIC-IN-607865,IN,All Lines,None,30,8/01/1985,165,77621.14,15.9,28897.31,84.4,89.8,68,Yes,(736) 316-5939,robert.okafor@midwestautoinsu.com,"9137 Business Park Dr, IN",Anti-Fraud Certified,Silver,9,3/01/2014,District Manager A
AGT-9099,Agent,AGT-9099,Brian Kowalski,Central Midwest Agency,Captive,LIC-IN-442972,IN,Life,CLU,7,8/01/2008,249,126219.37,10.5,29779.24,74.1,54.9,7,Yes,(792) 849-4152,brian.kowalski@centralmidwesta.com,"6199 Business Park Dr, IN",Anti-Fraud Certified|Commercial Lines Cert,Platinum,10,5/01/2014,Regional VP B
AGT-5448,Agent,AGT-5448,Nancy Fitzgerald,Prairie State Insurance Partners,Broker,LIC-OH-287429,OH,Life,None,3,5/01/2012,116,224450.86,14.2,23911.89,76.3,61.2,33,Yes,(451) 734-6068,nancy.fitzgerald@prairiestateins.com,"8227 Business Park Dr, OH",,Silver,8,4/01/2014,Regional VP B
AGT-9200,Agent,AGT-9200,Angela Morrison,Midwest Auto Insurance Agency,Captive,LIC-IN-164949,IN,Commercial,CIC,1,7/01/2014,89,166971.27,14.9,60773.82,86.0,55.2,20,Yes,(692) 439-9015,angela.morrison@midwestautoinsu.com,"5912 Business Park Dr, IN",,Gold,10,8/01/2014,Branch Director C
AGT-2722,Agent,AGT-2722,Kevin Kowalski,Prairie State Insurance Partners,Captive,LIC-IN-491572,IN,Home,CIC,6,9/01/2009,200,170762.58,9.2,36990.25,75.4,86.2,76,Yes,(371) 571-7360,kevin.kowalski@prairiestateins.com,"7874 Business Park Dr, IN",Commercial Lines Cert|Anti-Fraud Certified,Gold,8,12/01/2014,Regional VP B
AGT-1804,Agent,AGT-1804,Nancy Okafor,Midwest Auto Insurance Agency,Captive,LIC-IL-828204,IL,Auto,LUTCF,9,10/01/2006,117,68792.09,15.4,55483.88,84.0,63.8,42,Yes,(461) 215-2927,nancy.okafor@midwestautoinsu.com,"2570 Business Park Dr, IL",Commercial Lines Cert,Silver,4,10/01/2014,Regional VP B
AGT-4447,Agent,AGT-4447,Sandra Fitzgerald,Heartland Insurance Services,Broker,LIC-OH-475578,OH,All Lines,CPCU,14,7/01/2001,49,280131.58,13.7,32235.19,80.0,42.7,31,Yes,(213) 781-5265,sandra.fitzgerald@heartlandinsura.com,"7131 Business Park Dr, OH",Cyber Liability Cert|Life & Health Licensed,Gold,9,5/01/2014,District Manager A
AGT-6050,Agent,AGT-6050,Karen Ashworth,Prairie State Insurance Partners,Independent,LIC-OH-764771,OH,Auto,None,4,4/01/2011,121,220134.55,17.4,78011.28,72.6,54.6,21,Yes,(661) 679-1106,karen.ashworth@prairiestateins.com,"9845 Business Park Dr, OH",Life & Health Licensed,Silver,0,11/01/2014,Regional VP B
AGT-1761,Agent,AGT-1761,Lisa Patel,Central Midwest Agency,Broker,LIC-OH-564746,OH,Home,None,18,9/01/1997,116,134735.84,16.4,12561.17,79.6,56.9,6,No,(753) 323-6808,lisa.patel@centralmidwesta.com,"7570 Business Park Dr, OH",,Bronze,5,10/01/2014,District Manager A
AGT-8025,Agent,AGT-8025,Lisa Morrison,Tri-State Coverage Associates,Broker,LIC-OH-261058,OH,Home,CLU,25,12/01/1990,174,635147.28,9.0,49341.65,81.4,76.9,40,Yes,(492) 689-5517,lisa.morrison@tri-statecovera.com,"7332 Business Park Dr, OH",Anti-Fraud Certified,Silver,2,10/01/2014,District Manager A
AGT-9803,Agent,AGT-9803,Kevin Nguyen,Central Midwest Agency,Broker,LIC-IN-502964,IN,All Lines,CIC,26,2/01/1989,149,264958.53,17.1,19267.7,94.5,72.4,30,Yes,(603) 463-1718,kevin.nguyen@centralmidwesta.com,"7704 Business Park Dr, IN",Commercial Lines Cert,Silver,1,11/01/2014,District Manager A
AGT-5996,Agent,AGT-5996,Patricia Morrison,Prairie State Insurance Partners,Captive,LIC-IL-979392,IL,Home,CPCU,15,7/01/2000,72,691512.08,13.3,60939.53,94.7,89.4,50,Yes,(288) 960-1192,patricia.morrison@prairiestateins.com,"1777 Business Park Dr, IL",Cyber Liability Cert,Gold,7,9/01/2014,District Manager A
AGT-8051,Agent,AGT-8051,Sandra Callahan,Lakefront Coverage Group,Independent,LIC-OH-649769,OH,Home,None,24,9/01/1991,45,308227.87,10.4,65111.9,80.9,49.0,16,Yes,(307) 262-8867,sandra.callahan@lakefrontcovera.com,"6260 Business Park Dr, OH",Life & Health Licensed|Commercial Lines Cert,Bronze,6,4/01/2014,Branch Director C
AGT-1247,Agent,AGT-1247,Patricia Fitzgerald,Central Midwest Agency,Broker,LIC-IN-379869,IN,Home,CIC,14,6/01/2001,223,618426.73,13.7,79540.77,95.4,81.0,19,Yes,(573) 839-2280,patricia.fitzgerald@centralmidwesta.com,"6050 Business Park Dr, IN",,Gold,7,11/01/2014,Branch Director C
AGT-3305,Agent,AGT-3305,Sandra Callahan,Heartland Insurance Services,Broker,LIC-OH-381940,OH,Home,ChFC,18,2/01/1997,84,405376.44,16.1,42136.87,75.0,42.4,71,Yes,(288) 610-3322,sandra.callahan@heartlandinsura.com,"1738 Business Park Dr, OH",,Bronze,3,5/01/2014,District Manager A
AGT-7431,Agent,AGT-7431,Maria Morrison,Lakefront Coverage Group,Captive,LIC-IN-937106,IN,Auto,ChFC,11,11/01/2004,95,116909.51,9.8,67191.3,77.5,86.4,10,No,(829) 816-4416,maria.morrison@lakefrontcovera.com,"4381 Business Park Dr, IN",Commercial Lines Cert|Cyber Liability Cert,Bronze,6,4/01/2014,Branch Director C
AGT-7525,Agent,AGT-7525,Brian Callahan,Prairie State Insurance Partners,Captive,LIC-IL-337826,IL,Home,None,8,10/01/2007,227,480261.62,9.9,66806.01,80.4,43.6,38,No,(735) 463-3492,brian.callahan@prairiestateins.com,"9490 Business Park Dr, IL",Anti-Fraud Certified,Silver,10,2/01/2014,Regional VP B
AGT-9354,Agent,AGT-9354,Michael Callahan,Prairie State Insurance Partners,Captive,LIC-IN-793348,IN,All Lines,None,23,3/01/1992,101,421723.31,15.9,21575.85,85.7,63.4,7,Yes,(993) 617-2133,michael.callahan@prairiestateins.com,"2789 Business Park Dr, IN",,Gold,7,6/01/2014,Regional VP B
AGT-1620,Agent,AGT-1620,Sandra Ashworth,Prairie State Insurance Partners,Captive,LIC-OH-414737,OH,Home,None,19,2/01/1996,185,577053.19,10.5,77014.44,89.0,43.7,58,No,(895) 519-6022,sandra.ashworth@prairiestateins.com,"5394 Business Park Dr, OH",,Gold,0,1/01/2014,District Manager A
AGT-5945,Agent,AGT-5945,Lisa Delgado,Lakefront Coverage Group,Independent,LIC-OH-101807,OH,Life,None,11,7/01/2004,76,784682.93,16.6,61023.0,89.3,55.2,27,Yes,(586) 867-5679,lisa.delgado@lakefrontcovera.com,"7482 Business Park Dr, OH",Commercial Lines Cert|Life & Health Licensed,Gold,1,3/01/2014,Branch Director C
AGT-2901,Agent,AGT-2901,Angela Nguyen,Prairie State Insurance Partners,Broker,LIC-OH-226415,OH,Home,None,2,5/01/2013,225,523951.49,11.7,29416.85,78.6,47.2,34,Yes,(921) 350-3300,angela.nguyen@prairiestateins.com,"429 Business Park Dr, OH",Anti-Fraud Certified|Commercial Lines Cert,Silver,2,6/01/2014,Branch Director C
AGT-9711,Agent,AGT-9711,Lisa Nguyen,Tri-State Coverage Associates,Captive,LIC-IN-387239,IN,Commercial,CPCU,16,2/01/1999,226,492122.41,15.5,69899.32,87.0,85.9,48,Yes,(498) 539-5047,lisa.nguyen@tri-statecovera.com,"6905 Business Park Dr, IN",Anti-Fraud Certified|Life & Health Licensed,Bronze,1,3/01/2014,Regional VP B
AGT-7177,Agent,AGT-7177,Sandra Ramirez,Tri-State Coverage Associates,Independent,LIC-IN-117649,IN,Auto,CIC,20,2/01/1995,97,699448.93,12.1,64348.68,75.0,60.4,59,Yes,(220) 557-4626,sandra.ramirez@tri-statecovera.com,"1660 Business Park Dr, IN",Life & Health Licensed,Silver,7,11/01/2014,Regional VP B
AGT-2585,Agent,AGT-2585,Angela Delgado,Prairie State Insurance Partners,Independent,LIC-OH-693239,OH,Commercial,CIC,10,11/01/2005,41,336007.36,16.2,35883.44,93.7,46.8,41,Yes,(734) 714-6204,angela.delgado@prairiestateins.com,"3383 Business Park Dr, OH",,Platinum,6,2/01/2014,Branch Director C
AGT-6746,Agent,AGT-6746,Angela Yamamoto,Midwest Auto Insurance Agency,Captive,LIC-OH-313789,OH,Auto,CIC,10,11/01/2005,45,570559.52,16.9,9263.01,77.3,79.5,53,Yes,(870) 958-6769,angela.yamamoto@midwestautoinsu.com,"9557 Business Park Dr, OH",Anti-Fraud Certified,Platinum,2,8/01/2014,Branch Director C
AGT-3341,Agent,AGT-3341,Patricia Yamamoto,Prairie State Insurance Partners,Independent,LIC-IL-612639,IL,Life,CIC,28,7/01/1987,10,544637.86,14.3,25827.93,89.4,65.2,65,Yes,(393) 328-6500,patricia.yamamoto@prairiestateins.com,"5771 Business Park Dr, IL",Cyber Liability Cert|Commercial Lines Cert,Gold,4,3/01/2014,Regional VP B
AGT-1472,Agent,AGT-1472,Brian Okafor,Lakefront Coverage Group,Independent,LIC-IN-169590,IN,Auto,LUTCF,18,9/01/1997,28,168605.45,14.6,23523.83,76.1,55.8,42,Yes,(993) 327-6133,brian.okafor@lakefrontcovera.com,"8635 Business Park Dr, IN",Cyber Liability Cert|Commercial Lines Cert,Gold,9,7/01/2014,District Manager A
AGT-6372,Agent,AGT-6372,David Delgado,Prairie State Insurance Partners,Captive,LIC-IL-550537,IL,Commercial,ChFC,5,4/01/2010,213,226852.31,17.9,19235.4,91.7,79.6,76,Yes,(656) 922-6923,david.delgado@prairiestateins.com,"6704 Business Park Dr, IL",Cyber Liability Cert,Platinum,3,11/01/2014,Regional VP B
AGT-2118,Agent,AGT-2118,David Ramirez,Midwest Auto Insurance Agency,Captive,LIC-OH-859161,OH,Auto,CPCU,10,4/01/2005,50,66786.55,16.1,45965.55,88.3,74.3,55,Yes,(433) 793-8176,david.ramirez@midwestautoinsu.com,"434 Business Park Dr, OH",Commercial Lines Cert|Life & Health Licensed,Silver,3,3/01/2014,Branch Director C
AGT-5352,Agent,AGT-5352,Michael Delgado,Lakefront Coverage Group,Independent,LIC-IL-706627,IL,Home,LUTCF,12,3/01/2003,212,558594.62,9.7,36405.04,78.7,87.8,57,Yes,(483) 405-8400,michael.delgado@lakefrontcovera.com,"3302 Business Park Dr, IL",Cyber Liability Cert|Commercial Lines Cert,Silver,5,2/01/2014,Branch Director C
