:ID,:LABEL,policy_number,first_name,middle_initial,last_name,full_name,date_of_birth,age,gender,marital_status,relationship_to_named_insured,blood_type,citizenship_status,ssn_last4,drivers_license_state,drivers_license_number,primary_email,work_email,phone_home,phone_mobile,phone_work,preferred_contact_method,preferred_language,do_not_call_flag,e_signature_consent,marketing_opt_in,paperless_enrolled,communication_preference,statement_delivery_preference,residential_address,mailing_address,city,state,state_full,zip_code,county,country,address_type,years_at_address,customer_since,months_as_customer,tenure_years,customer_tier,account_status,autopay_enrolled,last_login_date,last_payment_date,payment_history_score,nps_score,churn_risk_score,lifetime_value_usd,deceased_flag,occupation_code,job_title,employer_name,years_with_employer,employment_status,annual_income_band,education_level,capital_gains,capital_loss,net_financial_position,net_worth_band,bankruptcy_history,credit_tier,credit_score_estimate,risk_score,risk_band,prior_claims_count,prior_claims_note,fraud_flag,fraud_investigation_open,siu_referral_flag,watchlist_flag,high_risk_hobby_flag,hobbies_interests,household_members,licensed_drivers_in_household,has_minor_drivers,pets_in_household,social_media_presence,mobile_app_user,online_quote_origin,assigned_agent,agent_code,agency_name,ssn_hash,identity_verification_status,kyc_verified_date,device_id,device_type,browser,ip_address_last_login,ip_flagged,bank_name,bank_account_hash,bank_account_last4,payment_method_token,payment_type_preferred,fraud_history_count,identity_theft_flag,shared_phone_flag,shared_address_flag,shared_bank_flag,cross_policy_entities,linked_entity_count,synthetic_identity_flag,role_switching_flag
CUST-OH-1644-4530,Customer,164464,Mark,N,Edwards,Mark N. Edwards,11/28/1993,33,Male,Married,husband,AB-,Permanent Resident,7501,OH,DL-OH-28198778,edwards.m8@msn.com,medwards@logistics.com,(440) 796-5471,,,Online Portal,English,No,Yes,Opted In - Postal Only,No,Email Primary / Postal for Legal Notices,Paper Copy via Postal Mail,"8016 Horizon Blvd, Dublin, Oh 47631","8016 Horizon Blvd, Dublin, Oh 47631",Dublin,OH,Ohio,47631,Dublin County,USA,Owned,1,9/21/2022,41,3.4,Bronze,Active,Yes - Credit Card,7/9/2015,4/1/2015,100,5,78,4422.67,No,transport-moving,Logistics Coordinator,Heartland Retail Corp.,8,Unemployed,$60K-$100K,High School,0,0,0,$50K-$100K,,Standard,635,43,Medium,2,2 prior claim(s) on record,N,No,No,No,No,sleeping,2,1,No,,Instagram,No,Yes,Brian Kowalski,AGT-5543,Midwest Auto Insurance Agency,5fb05727f94297e5,Verified,2/01/2010,DEV-FD77BA7D5DEB,Unknown,Firefox,192.168.10.53,No,Fifth Third,0d8e2d623b0efd7e,4847,TOK-2CED3133A7875B50,Check,0,No,No,No,No,0,1,No,No
CUST-IN-9273-9899,Customer,927354,Brian,W,Gonzalez,Brian W. Gonzalez,7/22/1995,31,Male,Single,not-in-family,A-,US Citizen,5673,IN,DL-IN-36645903,brian.gonzalez@aol.com,,(574) 728-1459,(317) 975-4701,,Email,English,No,No,Opted In - All Channels,No,Postal Mail Only,Paper Copy via Postal Mail,"7605 Heritage Pl, Muncie, In 47589","7605 Heritage Pl, Muncie, In 47589",Muncie,IN,Indiana,47589,Muncie County,USA,Rented,2,5/23/2022,45,3.8,Bronze,Active,Yes - ACH Bank Draft,27/7/2015,6/12/2015,69,9,87,5472.9,No,priv-house-serv,Domestic Worker,Great Lakes Auto Group,6,Full-Time,$100K-$200K,MD,0,0,0,$50K-$100K,,Standard,685,62,Medium,3,3 prior claim(s) on record,N,No,No,No,No,movies,2,2,No,,Twitter/X,Yes,No,Maria Kowalski,AGT-4212,Heartland Insurance Services,bee652a19590a47f,Verified,12/01/2015,DEV-85F61502FC33,Android,Unknown,192.168.98.215,No,Bank of America,cf093d9c64f30c4b,5220,TOK-34D0351A147F3F7C,Money Order,0,No,No,No,No,2,5,No,No
CUST-IL-2315-7490,Customer,231508,Mark,P,Hall,Mark P. Hall,9/2/1988,38,Male,Other,own-child,O+,US Citizen,3193,IL,DL-IL-71566777,mark.hall@hotmail.com,,(773) 431-3274,(309) 988-3349,,Phone Call,English,No,Yes,Opted In - Postal Only,Yes,Email and Postal Mail,Online Portal Only,"4645 Lakeview Ln, Berwyn, Il 46252","4645 Lakeview Ln, Berwyn, Il 46252",Berwyn,IL,Illinois,46252,Berwyn County,USA,Owned,6,2/20/2013,156,13.0,Silver,Active,Yes - Credit Card,9/6/2015,10/3/2015,90,9,79,17784.0,No,armed-forces,Active Duty Servicemember,Midwest Manufacturing Co.,7,Self-Employed,$30K-$60K,High School,26500,0,26500,$50K-$100K,,Preferred,749,34,Low,1,1 prior claim(s) on record,Y,Yes,No,No,No,board-games,2,1,No,Dog,Facebook,Yes,Yes,Kevin Ramirez,AGT-6467,Central Midwest Agency,5d882b41daf66962,Verified,6/01/2012,DEV-FD0A73D56F79,Android,Edge,192.168.168.233,No,Capital One,c744a18708d27ae8,5847,TOK-AA6EF823C600508A,Credit Card,1,No,No,No,No,0,6,No,No
CUST-IN-2729-4437,Customer,272910,Eric,E,Morgan,Eric E. Morgan,6/8/1981,45,Male,Other,own-child,O+,Permanent Resident,2179,IN,DL-IN-99523193,eric815@hotmail.com,,(317) 468-1502,(219) 458-1974,,SMS Text,Polish,No,Yes,Opted In - Postal Only,Yes,SMS and Email,Both Electronic and Paper,"920 Mulberry Cir, Indianapolis, In 60628","Po Box 1445, Indianapolis, In 60628",Indianapolis,IN,Indiana,60628,Indianapolis County,USA,Owned,7,8/21/2005,246,20.5,Gold,Active,Yes - ACH Bank Draft,12/12/2015,7/3/2015,94,6,25,32683.56,No,exec-managerial,Business Analyst,Crossroads Distribution Co.,11,Full-Time,$60K-$100K,Associate,0,0,0,$50K-$100K,,Standard,676,98,High,0,0 prior claim(s) on record,N,No,No,Yes,No,board-games,2,1,No,,Facebook,No,Yes,Michael Ashworth,AGT-4379,Lakefront Coverage Group,365a163a1a8fe12d,Verified,12/01/2011,DEV-622910CEC6E5,Android,Unknown,192.168.19.210,No,Capital One,fc4325057a7c9a0f,7751,TOK-62528B1D402ED341,Credit Card,0,No,No,No,No,5,6,No,No
CUST-IL-3057-1553,Customer,305758,Ashley,S,Miller,Ashley S. Miller,10/21/1987,39,Female,Other,own-child,A+,Work Visa,6559,IL,DL-IL-25740252,amiller81@msn.com,,(815) 901-9125,(618) 339-4592,(815) 614-5132,Email,English,No,No,Opted Out - No Marketing,Yes,Email and Postal Mail,Both Electronic and Paper,"2476 Spruce Dr, Orland Park, Il 46525","2476 Spruce Dr, Orland Park, Il 46525",Orland Park,IL,Illinois,46525,Orland Park County,USA,Owned,10,4/22/2011,178,14.8,Silver,Active,No - Manual Payment,23/5/2015,18/4/2015,80,6,63,15366.74,No,exec-managerial,Regional Manager,Tri-State Construction LLC,1,Full-Time,>$200K,JD,0,0,0,$50K-$100K,,Standard,649,16,Low,3,3 prior claim(s) on record,N,No,No,No,No,sleeping,1,1,No,Dog,LinkedIn,Yes,No,Sandra Callahan,AGT-5570,Heartland Insurance Services,2a41d376089668a5,Failed,5/01/2014,DEV-7905F4EC5A6C,Android,Firefox,192.168.216.148,No,Capital One,891c57d6c25a7b74,2452,TOK-699611AD93ED4BAB,Check,0,No,No,No,No,1,0,No,No
CUST-OH-9505-6327,Customer,950542,Cynthia,D,Williams,Cynthia D. Williams,5/6/1983,43,Female,Married,husband,AB+,US Citizen,3128,OH,DL-OH-35657326,williams.c2@outlook.com,,(513) 994-5623,(614) 676-1818,,Phone Call,Hindi,No,No,Opted In - Email Only,Yes,SMS and Email,Electronic (PDF via Email),"4244 Hillcrest Ln, Akron, Oh 44997","4244 Hillcrest Ln, Akron, Oh 44997",Akron,OH,Ohio,44997,Akron County,USA,Owned,16,5/22/2006,237,19.8,Gold,Active,Yes - Credit Card,27/2/2015,16/11/2015,96,2,93,18002.52,No,sales,Account Manager,Frontier Logistics LLC,13,Full-Time,$30K-$60K,PhD,53200,0,53200,$100K-$250K,,Preferred Plus,764,59,Medium,1,1 prior claim(s) on record,N,No,No,No,No,basketball,5,3,No,,,Yes,No,Kevin Callahan,AGT-3392,Prairie State Insurance Partners,affd91f3e34b842e,Verified,11/01/2014,DEV-4DF7C39F1965,iPhone,Unknown,192.168.246.211,No,Wells Fargo,e310e19e2c972c3b,9525,TOK-A974D631EE543159,Credit Card,0,No,No,No,No,0,3,No,No
CUST-OH-2915-7797,Customer,291544,Carolyn,F,Jones,Carolyn F. Jones,10/12/1992,34,Female,Other,own-child,AB+,US Citizen,5028,OH,DL-OH-77491020,carolyn164@gmail.com,,(937) 479-5362,,,Email,English,No,Yes,Opted In - Email Only,No,Postal Mail Only,Paper Copy via Postal Mail,"5820 Walnut Blvd, Kettering, Oh 60468","5820 Walnut Blvd, Kettering, Oh 60468",Kettering,OH,Ohio,60468,Kettering County,USA,Rented,5,7/23/2015,127,10.6,Silver,Active,Yes - Credit Card,9/12/2015,7/6/2015,74,2,42,13970.0,No,craft-repair,Sheet Metal Worker,Heritage Financial Group,5,Full-Time,$60K-$100K,Associate,73700,0,73700,$100K-$250K,,Preferred Plus,791,74,High,3,3 prior claim(s) on record,N,No,No,No,Yes,paintball,1,1,No,,Facebook,Yes,Yes,Thomas Sullivan,AGT-7571,Heartland Insurance Services,8b31aa17a1eb6dc8,Pending,4/01/2012,DEV-9F50C1B46125,Android,Chrome,192.168.151.65,No,Capital One,f465df43a66bf619,6377,TOK-E1DFC4F0929837D0,Check,0,No,No,No,No,3,5,No,No
CUST-OH-3886-2587,Customer,388616,Paul,E,Adams,Paul E. Adams,1/18/1993,33,Male,Married,husband,A+,US Citizen,8002,OH,DL-OH-71032186,padams74@gmail.com,,(330) 886-9240,(440) 368-4832,(330) 458-4434,Postal Mail,English,No,Yes,Opted Out - No Marketing,Yes,Email Primary / Postal for Legal Notices,Online Portal Only,"1716 Horizon Way, Springfield, Oh 46639","1716 Horizon Way, Springfield, Oh 46639",Springfield,OH,Ohio,46639,Springfield County,USA,Owned,1,1/21/2026,1,0.1,Bronze,Active,Yes - ACH Bank Draft,11/5/2015,17/6/2015,77,4,70,115.97,No,sales,Retail Associate,Valley View Properties,11,Self-Employed,$30K-$60K,Associate,61200,0,61200,$100K-$250K,,Preferred Plus,763,87,High,1,1 prior claim(s) on record,N,No,No,No,No,video-games,4,3,Yes,Dog,Twitter/X,No,Yes,Nancy Ramirez,AGT-2133,Heartland Insurance Services,5bd4f661ddda1839,Verified,6/01/2012,DEV-D7ADF9FD5E64,Android,Unknown,192.168.3.85,No,Citibank,5ab320a4e533e494,9176,TOK-8B8FEC338294E9C0,Debit Card,0,No,No,No,No,0,8,No,No
CUST-IN-5779-6847,Customer,577992,Laura,B,Flores,Laura B. Flores,5/14/2005,21,Female,Other,own-child,AB+,US Citizen,6727,IN,DL-IN-61992310,laura627@gmail.com,,(260) 921-3690,,(260) 820-4332,Postal Mail,Mandarin,No,Yes,Opted In - All Channels,Yes,Email Only,Electronic (PDF via Email),"9492 Lakeview Pkwy, South Bend, In 61231","9492 Lakeview Pkwy, South Bend, In 61231",South Bend,IN,Indiana,61231,South Bend County,USA,Rented,1,9/21/2025,5,0.4,Bronze,Active,Yes - ACH Bank Draft,1/3/2015,24/9/2015,84,8,14,381.4,No,exec-managerial,Chief Operating Officer,Buckeye Technology Group,1,Self-Employed,$30K-$60K,High School,0,0,0,$50K-$100K,,Standard,660,30,Low,1,1 prior claim(s) on record,N,No,No,No,No,sleeping,1,1,No,Dog,LinkedIn,Yes,No,James Fitzgerald,AGT-1160,Central Midwest Agency,70fab4a645e854a8,Verified,12/01/2014,DEV-2DBC70A7DC9C,Desktop/Mac,Edge,192.168.171.236,No,Bank of America,e7b8d5763cdb0f64,9038,TOK-5FCE5E89E89AB55D,ACH/Bank Transfer,0,No,No,No,No,3,7,No,No
CUST-IL-3428-9871,Customer,342830,Anthony,G,Parker,Anthony G. Parker,4/19/1998,28,Male,Other,other-relative,AB-,US Citizen,7945,IL,DL-IL-38181130,aparker45@verizon.net,,(630) 623-7623,(309) 262-4989,,Phone Call,English,No,Yes,Opted In - Postal Only,No,Email Primary / Postal for Legal Notices,Paper Copy via Postal Mail,"3015 Hickory Ct, Bloomington, Il 47473","3015 Hickory Ct, Bloomington, Il 47473",Bloomington,IL,Illinois,47473,Bloomington County,USA,Rented,1,10/21/2020,64,5.3,Silver,Active,Yes - Credit Card,17/11/2015,26/8/2015,62,4,1,7833.6,No,handlers-cleaners,Employed,Prairie State Industries,4,Full-Time,$30K-$60K,JD,56800,-51800,5000,$50K-$100K,,Standard Plus,688,100,High,2,2 prior claim(s) on record,N,No,No,Yes,Yes,skydiving,2,1,No,,Facebook,Yes,Yes,Lisa Kowalski,AGT-3876,Midwest Auto Insurance Agency,809be734085caee1,Verified,8/01/2010,DEV-44F80857599B,Android,Chrome,192.168.55.130,No,US Bank,58dc5cd71b2b0628,2270,TOK-BD1181E7349FDEBB,Money Order,0,No,No,No,No,0,6,No,No
CUST-IN-4911-1759,Customer,491170,Joseph,C,Hernandez,Joseph C. Hernandez,8/11/1996,30,Male,Married,wife,A+,US Citizen,9762,IN,DL-IN-97767135,hernandez.j9@protonmail.com,jhernandez@veterans.gov,(574) 587-1394,(765) 659-7109,(574) 988-3972,Phone Call,English,No,Yes,Opted In - All Channels,No,Postal Mail Only,Paper Copy via Postal Mail,"5812 Ridge Way, Muncie, In 60326","5812 Ridge Way, Muncie, In 60326",Muncie,IN,Indiana,60326,Muncie County,USA,Family-Owned,4,4/22/2014,142,11.8,Silver,Active,No - Manual Payment,15/10/2015,22/1/2015,77,8,73,16717.66,No,armed-forces,Navy Veteran,Midwest Manufacturing Co.,5,Full-Time,$60K-$100K,PhD,66400,-63700,2700,$50K-$100K,,Standard Plus,685,12,Low,1,1 prior claim(s) on record,N,No,No,No,No,basketball,5,2,No,Dog,Twitter/X,No,Yes,Sandra Ramirez,AGT-6615,Heartland Insurance Services,f9e51ce2a1f09b89,Failed,10/01/2015,DEV-0F9369FDFF89,iPhone,Firefox,192.168.171.59,No,PNC,bc6215415ead2aab,3295,TOK-0405D4426770709A,Money Order,0,No,No,No,No,4,5,No,No
CUST-OH-1755-1859,Customer,175553,Kathleen,N,James,Kathleen N. James,5/16/1999,27,Female,Married,husband,AB+,US Citizen,8774,OH,DL-OH-42956744,kjames91@mac.com,kjames@techcorp.com,(513) 630-5227,(419) 704-4334,(513) 370-5956,Online Portal,English,No,Yes,Opted In - All Channels,Yes,Email Only,Electronic (PDF via Email),"7356 Clearwater Way, Cleveland, Oh 43437","7356 Clearwater Way, Cleveland, Oh 43437",Cleveland,OH,Ohio,43437,Cleveland County,USA,Owned,8,1/21/2018,97,8.1,Silver,Active,No - Manual Payment,7/5/2015,5/10/2015,97,6,65,12837.95,No,tech-support,Systems Administrator,Lakefront Financial Services,2,Unemployed,$100K-$200K,High School,56700,-49300,7400,$50K-$100K,,Standard Plus,709,43,Medium,0,0 prior claim(s) on record,N,No,No,No,No,movies,2,1,No,Dog,Twitter/X,Yes,Yes,Nancy Callahan,AGT-1295,Lakefront Coverage Group,f96ddeaba62aa957,Verified,5/01/2011,DEV-14C1FEA2DBF4,Desktop/Windows,Unknown,192.168.153.124,No,Capital One,65d93a3c51766b7d,1233,TOK-54BED8EB186196D5,Money Order,0,No,No,No,No,1,3,No,No
CUST-IN-4393-7575,Customer,439341,Benjamin,M,Miller,Benjamin M. Miller,12/17/1995,31,Male,Other,other-relative,O-,US Citizen,6714,IN,DL-IN-42575520,benjamin333@comcast.net,bmiller@outlook.com,(219) 986-7097,(765) 441-1816,(219) 693-7966,Phone Call,English,No,Yes,Opted Out - No Marketing,Yes,SMS and Email,Both Electronic and Paper,"4061 Spruce Dr, Anderson, In 47838","4061 Spruce Dr, Anderson, In 47838",Anderson,IN,Indiana,47838,Anderson County,USA,Rented,7,1/21/2016,121,10.1,Silver,Active,Yes - ACH Bank Draft,20/6/2015,24/3/2015,69,3,60,11504.68,No,adm-clerical,Employed,Midwest Health Network,9,Full-Time,$60K-$100K,Associate,51300,0,51300,$100K-$250K,,Preferred Plus,810,49,Medium,1,1 prior claim(s) on record,Y,No,No,No,Yes,paintball,3,3,No,,Instagram,Yes,Yes,Maria Ramirez,AGT-6931,Tri-State Coverage Associates,3235620fc9952779,Verified,7/01/2014,DEV-05AB9EB528FD,iPad,Safari,192.168.178.63,No,Wells Fargo,816b4c8d984f8d71,2845,TOK-4D8E17BDA8D903C8,Credit Card,1,No,No,No,No,0,6,No,No
CUST-OH-2211-9269,Customer,221186,Mark,K,Lewis,Mark K. Lewis,9/12/1983,43,Male,Other,own-child,AB-,US Citizen,5715,OH,DL-OH-10424332,mark.lewis@sbcglobal.net,,(614) 652-5354,(216) 746-2645,,Postal Mail,English,No,No,Opted In - Email Only,No,Email Only,Paper Copy via Postal Mail,"2435 Chestnut Ave, Parma, Oh 61788","2435 Chestnut Ave, Parma, Oh 61788",Parma,OH,Ohio,61788,Parma County,USA,Rented,9,5/22/2007,225,18.8,Gold,Active,No - Manual Payment,14/10/2015,17/9/2015,81,5,76,28453.5,No,priv-house-serv,Housekeeper,Prairie State Industries,6,Full-Time,$60K-$100K,JD,0,-20900,-20900,<$50K,,Non-Standard,578,65,Medium,0,0 prior claim(s) on record,N,No,No,No,No,camping,3,1,No,,LinkedIn,Yes,Yes,Brian Kowalski,AGT-7775,Heartland Insurance Services,b1f1a81215bfdb7e,Pending,5/01/2013,DEV-BBEE6C285D90,Desktop/Windows,Unknown,172.16.0.12,Yes,Capital One,f0508e62dcd045da,8532,TOK-7F08077307369EBF,Debit Card,0,No,Yes,No,No,3,6,No,No
CUST-OH-8680-6904,Customer,868031,Betty,R,Jones,Betty R. Jones,4/1/1973,53,Female,Married,husband,O+,US Citizen,3849,OH,DL-OH-88291581,betty.jones@sbcglobal.net,,(440) 603-8982,(937) 335-6576,(440) 919-2795,SMS Text,English / Spanish Bilingual,No,Yes,Opted Out - No Marketing,Yes,Postal Mail Only,Both Electronic and Paper,"2724 River Blvd, Hamilton, Oh 46480","Po Box 8812, Hamilton, Oh 46480",Hamilton,OH,Ohio,46480,Hamilton County,USA,Owned,15,9/20/1990,425,35.4,Platinum,Active,Yes - Credit Card,2/4/2015,16/10/2015,90,9,4,32308.5,No,priv-house-serv,Personal Chef,Cardinal Health Systems,13,Self-Employed,$100K-$200K,High School,42900,-39100,3800,$50K-$100K,,Standard Plus,707,91,High,0,0 prior claim(s) on record,N,No,No,Yes,Yes,paintball,3,2,No,,Instagram,Yes,No,Michael Bergman,AGT-1146,Central Midwest Agency,65e09c4feb3a4c0b,Verified,12/01/2013,DEV-A3A81440ECE8,Desktop/Windows,Chrome,192.168.24.62,No,Chase,a1929047790f530e,6360,TOK-0AB3558DCE5718A7,ACH/Bank Transfer,0,No,No,No,No,1,3,No,No
CUST-OH-8441-5109,Customer,844117,Richard,B,Young,Richard B. Young,3/8/1982,44,Male,Single,not-in-family,B+,US Citizen,6964,OH,DL-OH-38914450,young.r4@gmail.com,,(440) 718-8809,(330) 843-7376,(440) 290-2262,Online Portal,English,No,Yes,Opted Out - No Marketing,No,Postal Mail Only,Paper Copy via Postal Mail,"772 Magnolia Ln, Akron, Oh 60945","772 Magnolia Ln, Akron, Oh 60945",Akron,OH,Ohio,60945,Akron County,USA,Owned,18,5/22/2002,285,23.8,Gold,Active,No - Manual Payment,13/7/2015,2/4/2015,71,8,52,27177.6,No,priv-house-serv,Personal Chef,Metro Transit Authority,2,Full-Time,$100K-$200K,MD,52600,0,52600,$100K-$250K,Chapter 7,Preferred Plus,755,47,Medium,3,3 prior claim(s) on record,N,No,No,No,Yes,base-jumping,3,1,Yes,Cat,Facebook,Yes,Yes,Karen Okafor,AGT-3934,Central Midwest Agency,fbfd6bf7b7ee11d6,Verified,7/01/2013,DEV-DA2EF87ACD37,iPhone,Safari,192.168.110.90,No,Wells Fargo,9a09422681ea3261,7846,TOK-E5200C44021776AE,Check,0,No,No,No,No,1,7,No,No
CUST-IN-7445-3522,Customer,744557,Angela,C,Johnson,Angela C. Johnson,5/7/1988,38,Female,Single,not-in-family,A+,US Citizen,5804,IN,DL-IN-27356023,johnson.a9@hotmail.com,,(812) 655-2181,(219) 204-4446,(812) 928-8640,Email,English,No,No,Opted In - Email Only,Yes,SMS and Email,Electronic (PDF via Email),"7046 Summit Cir, Noblesville, In 43240","7046 Summit Cir, Noblesville, In 43240",Noblesville,IN,Indiana,43240,Noblesville County,USA,Owned,16,2/20/2010,192,16.0,Gold,Active,No - Manual Payment,28/6/2015,19/3/2015,60,8,35,20503.68,No,transport-moving,Bus Driver,Prairie State Industries,6,Retired,$100K-$200K,Masters,65100,-50300,14800,$50K-$100K,,Standard Plus,689,28,Low,1,1 prior claim(s) on record,N,No,No,No,Yes,skydiving,3,1,No,,,Yes,Yes,Karen Patel,AGT-8267,Prairie State Insurance Partners,2c90b96cbe7bf217,Verified,6/01/2014,DEV-718F5292C2EC,Android,Chrome,192.168.66.25,No,PNC,4862b119de822a2b,9903,TOK-F93C46CE5CE4E9A2,Debit Card,0,No,No,No,No,5,4,No,No
CUST-IL-1595-1742,Customer,159536,Christine,T,Jackson,Christine T. Jackson,7/15/1978,48,Female,Married,wife,O+,US Citizen,7090,IL,DL-IL-80494738,christine.jackson@aol.com,cjackson@salesforce.net,(312) 901-6445,(847) 546-8930,,Online Portal,English,No,Yes,Opted In - Email Only,Yes,Email and Postal Mail,Both Electronic and Paper,"2650 Elm Cir, Des Plaines, Il 45787","2650 Elm Cir, Des Plaines, Il 45787",Des Plaines,IL,Illinois,45787,Des Plaines County,USA,Rented,7,5/22/2002,285,23.8,Gold,Active,Yes - Credit Card,25/5/2015,21/9/2015,93,8,11,26168.7,No,sales,Retail Associate,Summit Medical Center,24,Part-Time,$60K-$100K,College,46100,0,46100,$50K-$100K,,Preferred,762,12,Low,0,0 prior claim(s) on record,N,No,No,No,No,dancing,4,3,No,,Twitter/X,Yes,Yes,Brian Fitzgerald,AGT-1636,Central Midwest Agency,265fc8bde25ce8aa,Verified,5/01/2015,DEV-B5287AEE8138,Desktop/Windows,Unknown,192.168.30.183,No,PNC,480ee63c622c822f,6604,TOK-ACF859128365088F,ACH/Bank Transfer,0,No,No,No,No,5,3,No,No
CUST-IN-7271-1382,Customer,727109,Stephen,D,Davis,Stephen D. Davis,4/18/2000,26,Male,Other,other-relative,AB-,US Citizen,4022,IN,DL-IN-25876688,sdavis59@gmail.com,,(812) 995-8765,(812) 216-5784,,Phone Call,English,No,No,Opted Out - No Marketing,Yes,Email Primary / Postal for Legal Notices,Both Electronic and Paper,"4803 Hillcrest Cir, Gary, In 47726","4803 Hillcrest Cir, Gary, In 47726",Gary,IN,Indiana,47726,Gary County,USA,Owned,4,12/21/2017,98,8.2,Silver,Active,Yes - ACH Bank Draft,21/4/2015,20/11/2015,91,6,27,8836.66,No,exec-managerial,Director of Finance,Superior Parts & Supply,4,Full-Time,>$200K,JD,0,-30900,-30900,<$50K,,Non-Standard,564,36,Low,1,1 prior claim(s) on record,N,No,No,No,Yes,kayaking,1,1,No,Multiple,Instagram,Yes,Yes,Karen Yamamoto,AGT-7755,Tri-State Coverage Associates,c909ce5e45396470,Verified,11/01/2011,DEV-F846E5E072DE,Desktop/Windows,Edge,192.168.60.101,No,Capital One,24e5e84383b2669e,1887,TOK-6D49585280FA2BA5,Credit Card,0,No,No,No,No,1,3,No,No
CUST-OH-1556-2396,Customer,155604,Mark,H,Martinez,Mark H. Martinez,12/28/1990,36,Male,Single,not-in-family,B+,US Citizen,5124,OH,DL-OH-14597235,mark.martinez@hotmail.com,mmartinez@business.net,(419) 517-4767,(419) 431-1751,(419) 960-9569,Online Portal,English,No,No,Opted In - Email Only,Yes,Postal Mail Only,Online Portal Only,"3661 Walnut Ln, Dublin, Oh 43758","3661 Walnut Ln, Dublin, Oh 43758",Dublin,OH,Ohio,43758,Dublin County,USA,Owned,4,7/22/2011,175,14.6,Silver,Active,Yes - ACH Bank Draft,27/2/2015,27/11/2015,74,7,74,17288.25,No,exec-managerial,VP of Operations,Great Lakes Auto Group,5,Full-Time,$100K-$200K,Masters,44900,-52500,-7600,<$50K,,Standard,646,100,High,0,0 prior claim(s) on record,Y,Yes,No,Yes,Yes,kayaking,3,3,Yes,,,Yes,Yes,Thomas Ashworth,AGT-4408,Tri-State Coverage Associates,f992119d019dacaf,Failed,2/01/2015,DEV-B65FB4EE7FC0,Unknown,Safari,192.168.96.210,No,Fifth Third,9a9cdd6b89732fdc,3839,TOK-54117C65EF7AB410,Money Order,0,No,No,No,No,5,3,No,No
CUST-IL-6084-9144,Customer,608443,George,L,Collins,George L. Collins,7/1/1981,45,Male,Single,not-in-family,AB-,US Citizen,7594,IL,DL-IL-83128815,george915@me.com,,(773) 611-3026,(217) 265-9744,(773) 692-4788,Online Portal,English,No,Yes,Opted In - All Channels,Yes,Email and Postal Mail,Electronic (PDF via Email),"7765 Maple Ln, Waukegan, Il 45712","7765 Maple Ln, Waukegan, Il 45712",Waukegan,IL,Illinois,45712,Waukegan County,USA,Owned,6,7/22/2004,259,21.6,Gold,Active,No - Manual Payment,11/11/2015,11/3/2015,88,9,82,25361.28,No,craft-repair,Carpenter,Valley View Properties,4,Part-Time,<$30K,MD,30100,0,30100,$50K-$100K,,Preferred,766,33,Low,2,2 prior claim(s) on record,N,No,No,No,No,movies,1,1,No,Cat,LinkedIn,No,Yes,Kevin Okafor,AGT-4864,Midwest Auto Insurance Agency,b685ffd815606be5,Verified,8/01/2014,DEV-EBC8EE69DFCB,Unknown,Unknown,192.168.171.170,No,Chase,228b7cfb226f3cba,8342,TOK-08466A97CB1C4103,Check,0,No,No,No,No,0,7,No,No
CUST-OH-1178-2389,Customer,117862,Susan,A,Stewart,Susan A. Stewart,12/12/1990,36,Female,Other,own-child,O-,Permanent Resident,3156,OH,DL-OH-32655484,susan.stewart@sbcglobal.net,,(419) 304-3590,(513) 265-3549,(419) 887-6459,SMS Text,English,No,Yes,Opted Out - No Marketing,No,Email Only,Paper Copy via Postal Mail,"1804 Maple Ct, Mentor, Oh 43636","1804 Maple Ct, Mentor, Oh 43636",Mentor,OH,Ohio,43636,Mentor County,USA,Owned,11,6/22/2014,140,11.7,Silver,Active,Yes - Credit Card,1/11/2015,2/3/2015,69,3,19,11425.4,No,transport-moving,Delivery Driver,Inland Empire Services,2,Full-Time,$60K-$100K,JD,0,-67000,-67000,<$50K,,Non-Standard,569,70,High,2,2 prior claim(s) on record,N,No,No,No,No,cross-fit,1,1,No,Cat,Instagram,Yes,No,Angela Delgado,AGT-5832,Prairie State Insurance Partners,4c5e1698750445f0,Verified,3/01/2011,DEV-26543E5E4BD9,Android,Safari,192.168.15.173,No,US Bank,0394dc53eec84abb,6475,TOK-F4A8A79643CAE32E,Money Order,0,No,No,No,No,0,5,No,No
