:ID,:LABEL,officer_id,officer_name,first_name,last_name,badge_number,rank,department,department_type,precinct,district,city,state,badge_issued_date,years_on_force,hire_date,shift,unit,cases_handled_ytd,accident_reports_ytd,arrests_ytd,commendations,disciplinary_actions,training_certifications,accident_reconstruction_certified,dui_certified,phone,email,supervisor_badge,reports_filed_this_claim,active_status
OFF-3603,PoliceOfficer,OFF-3603,Officer Karen Martinez,Karen,Martinez,3603,Sergeant,County Sheriff Police Department,Transit,Precinct 6,District 2,Charleston,WV,5/01/1998,17,8/01/1998,Night (11PM-7AM),Patrol,84,68,50,5,0,Accident Reconstruction|EVOC (Emergency Driving)|Traffic Investigation|Evidence Collection,Yes,No,(486) 513-2142,badge.3603@wvpd.gov,4671,1,Active
OFF-9576,PoliceOfficer,OFF-9576,Officer Maria Martin,Maria,Martin,9576,Officer,Municipal Police Department,Municipal,Precinct 19,District 4,Raleigh,NC,2/01/1995,20,4/01/1995,Evening (3PM-11PM),Detective Bureau,78,12,27,1,1,Crisis Intervention|DUI Enforcement|Evidence Collection|Accident Reconstruction,No,No,(297) 691-1659,badge.9576@ncpd.gov,3357,1,Active
OFF-1205,PoliceOfficer,OFF-1205,Officer Karen Anderson,Karen,Anderson,1205,Senior Officer,Municipal Police Department,State Highway Patrol,Precinct 3,District 8,Charleston,WV,9/01/1995,20,4/01/1995,Day (7AM-3PM),K9,272,107,23,5,2,Crisis Intervention|Evidence Collection|Accident Reconstruction,Yes,No,(423) 230-3612,badge.1205@wvpd.gov,7136,1,Active
OFF-3987,PoliceOfficer,OFF-3987,Officer Barbara Jackson,Barbara,Jackson,3987,Captain,Municipal Police Department,County Sheriff,Precinct 8,District 8,Charleston,WV,4/01/2003,12,11/01/2003,Evening (3PM-11PM),Patrol,51,125,68,4,2,Traffic Investigation,No,Yes,(962) 479-6235,badge.3987@wvpd.gov,1118,1,Active
OFF-8928,PoliceOfficer,OFF-8928,Officer Karen Williams,Karen,Williams,8928,Lieutenant,Metropolitan Police Department,State Highway Patrol,Precinct 2,District 2,Charleston,WV,4/01/2006,9,7/01/2006,Rotating,Traffic,50,15,3,5,2,Traffic Investigation|Accident Reconstruction|DUI Enforcement|Evidence Collection,No,No,(958) 533-5262,badge.8928@wvpd.gov,4105,1,Active
OFF-2221,PoliceOfficer,OFF-2221,Officer William Jackson,William,Jackson,2221,Officer,State Highway Patrol Police Department,State Highway Patrol,Precinct 5,District 8,Albany,NY,6/01/2002,13,4/01/2002,Rotating,Patrol,393,56,56,8,2,DUI Enforcement,Yes,No,(984) 788-4913,badge.2221@nypd.gov,5690,1,Active
OFF-8147,PoliceOfficer,OFF-8147,Officer Karen Taylor,Karen,Taylor,8147,Officer,Metropolitan Police Department,State Highway Patrol,Precinct 4,District 7,Columbia,SC,12/01/1997,18,3/01/1997,Night (11PM-7AM),K9,329,132,80,7,1,Crisis Intervention|Traffic Investigation|Accident Reconstruction,Yes,Yes,(511) 637-2452,badge.8147@scpd.gov,8925,1,Active
OFF-7645,PoliceOfficer,OFF-7645,Officer Sandra Anderson,Sandra,Anderson,7645,Detective,Metropolitan Police Department,Transit,Precinct 19,District 4,Columbus,OH,6/01/2006,9,8/01/2006,Night (11PM-7AM),K9,198,76,21,11,1,Traffic Investigation,Yes,Yes,(612) 215-5070,badge.7645@ohpd.gov,1639,1,Active
OFF-7193,PoliceOfficer,OFF-7193,Officer Maria Williams,Maria,Williams,7193,Senior Officer,County Sheriff Police Department,County Sheriff,Precinct 9,District 5,Richmond,VA,5/01/2010,5,10/01/2010,Rotating,Traffic,380,122,2,7,2,Crisis Intervention,Yes,Yes,(934) 404-4399,badge.7193@vapd.gov,1088,1,On Leave
OFF-4706,PoliceOfficer,OFF-4706,Officer Barbara Davis,Barbara,Davis,4706,Senior Officer,Municipal Police Department,Municipal,Precinct 2,District 5,Albany,NY,9/01/1998,17,1/01/1998,Rotating,Special Investigations,29,137,10,4,1,Evidence Collection|DUI Enforcement,No,Yes,(850) 262-9969,badge.4706@nypd.gov,4395,1,Active
OFF-9405,PoliceOfficer,OFF-9405,Officer Karen White,Karen,White,9405,Senior Officer,Metropolitan Police Department,County Sheriff,Precinct 6,District 4,Charleston,WV,2/01/2002,13,3/01/2002,Day (7AM-3PM),Traffic,341,88,23,4,1,Accident Reconstruction,No,No,(960) 853-8089,badge.9405@wvpd.gov,3506,1,Active
OFF-3642,PoliceOfficer,OFF-3642,Officer Michael Harris,Michael,Harris,3642,Officer,County Sheriff Police Department,Transit,Precinct 14,District 3,Albany,NY,11/01/1993,22,1/01/1993,Rotating,Special Investigations,381,25,74,6,2,Evidence Collection|DUI Enforcement|EVOC (Emergency Driving)|Traffic Investigation,Yes,Yes,(846) 266-7680,badge.3642@nypd.gov,7305,1,Active
OFF-9306,PoliceOfficer,OFF-9306,Officer Linda Davis,Linda,Davis,9306,Sergeant,Municipal Police Department,State Highway Patrol,Precinct 2,District 3,Raleigh,NC,11/01/1988,27,5/01/1988,Night (11PM-7AM),Special Investigations,90,66,15,11,0,DUI Enforcement|Accident Reconstruction|EVOC (Emergency Driving),No,Yes,(487) 347-4416,badge.9306@ncpd.gov,3434,1,Active
OFF-3941,PoliceOfficer,OFF-3941,Officer John Garcia,John,Garcia,3941,Officer,County Sheriff Police Department,Municipal,Precinct 4,District 1,Albany,NY,5/01/2003,12,3/01/2003,Day (7AM-3PM),Special Investigations,155,136,59,7,1,DUI Enforcement|Crisis Intervention|Accident Reconstruction,Yes,Yes,(725) 946-7963,badge.3941@nypd.gov,5384,1,Active
OFF-5986,PoliceOfficer,OFF-5986,Officer Maria Wilson,Maria,Wilson,5986,Senior Officer,State Highway Patrol Police Department,State Highway Patrol,Precinct 4,District 3,Columbia,SC,12/01/1990,25,8/01/1990,Rotating,Patrol,70,59,46,8,2,Crisis Intervention|EVOC (Emergency Driving)|Traffic Investigation,No,No,(277) 470-3241,badge.5986@scpd.gov,9158,1,Active
OFF-5594,PoliceOfficer,OFF-5594,Officer David Jackson,David,Jackson,5594,Officer,County Sheriff Police Department,State Highway Patrol,Precinct 18,District 3,Albany,NY,8/01/2002,13,2/01/2002,Day (7AM-3PM),Traffic,323,8,18,4,0,DUI Enforcement|EVOC (Emergency Driving),No,Yes,(348) 565-2136,badge.5594@nypd.gov,9656,1,Active
OFF-1408,PoliceOfficer,OFF-1408,Officer Robert Garcia,Robert,Garcia,1408,Senior Officer,State Highway Patrol Police Department,Municipal,Precinct 14,District 1,Raleigh,NC,6/01/1991,24,12/01/1991,Evening (3PM-11PM),Traffic,156,99,36,0,1,Crisis Intervention|DUI Enforcement|EVOC (Emergency Driving)|Accident Reconstruction,Yes,Yes,(449) 319-3763,badge.1408@ncpd.gov,9152,1,Active
OFF-2741,PoliceOfficer,OFF-2741,Officer David Brown,David,Brown,2741,Officer,County Sheriff Police Department,County Sheriff,Precinct 16,District 6,Columbia,SC,4/01/1996,19,2/01/1996,Evening (3PM-11PM),Special Investigations,388,33,10,11,1,Accident Reconstruction|Crisis Intervention|DUI Enforcement,Yes,No,(883) 960-8404,badge.2741@scpd.gov,2268,1,Active
OFF-8845,PoliceOfficer,OFF-8845,Officer Michael Anderson,Michael,Anderson,8845,Officer,State Highway Patrol Police Department,Transit,Precinct 19,District 6,Albany,NY,4/01/1998,17,2/01/1998,Evening (3PM-11PM),K9,255,85,17,1,0,DUI Enforcement|Traffic Investigation|Evidence Collection|Accident Reconstruction,Yes,Yes,(205) 413-5788,badge.8845@nypd.gov,6766,1,Active
OFF-2352,PoliceOfficer,OFF-2352,Officer David Davis,David,Davis,2352,Sergeant,Municipal Police Department,State Highway Patrol,Precinct 15,District 8,Albany,NY,1/01/2009,6,10/01/2009,Day (7AM-3PM),Traffic,211,143,14,8,2,Traffic Investigation,No,No,(452) 621-5727,badge.2352@nypd.gov,4027,1,Active
OFF-9873,PoliceOfficer,OFF-9873,Officer William Johnson,William,Johnson,9873,Detective,Metropolitan Police Department,County Sheriff,Precinct 3,District 7,Richmond,VA,2/01/2004,11,5/01/2004,Evening (3PM-11PM),K9,97,113,11,6,0,EVOC (Emergency Driving)|Traffic Investigation,No,No,(376) 387-1878,badge.9873@vapd.gov,8002,1,Active
OFF-5959,PoliceOfficer,OFF-5959,Officer David Anderson,David,Anderson,5959,Lieutenant,Metropolitan Police Department,State Highway Patrol,Precinct 18,District 1,Richmond,VA,10/01/2001,14,10/01/2001,Night (11PM-7AM),Detective Bureau,393,66,5,6,0,Evidence Collection,No,Yes,(287) 802-8344,badge.5959@vapd.gov,6837,1,Active
OFF-2190,PoliceOfficer,OFF-2190,Officer Barbara Robinson,Barbara,Robinson,2190,Officer,Municipal Police Department,Municipal,Precinct 15,District 8,Columbia,SC,4/01/2003,12,8/01/2003,Day (7AM-3PM),Traffic,85,118,63,12,0,EVOC (Emergency Driving)|Crisis Intervention|Evidence Collection|DUI Enforcement,No,Yes,(705) 938-8837,badge.2190@scpd.gov,4533,1,Active
OFF-8214,PoliceOfficer,OFF-8214,Officer Karen Johnson,Karen,Johnson,8214,Sergeant,County Sheriff Police Department,Transit,Precinct 2,District 1,Columbia,SC,5/01/1998,17,8/01/1998,Night (11PM-7AM),Special Investigations,371,50,37,8,1,DUI Enforcement|Traffic Investigation|EVOC (Emergency Driving),Yes,No,(982) 507-3490,badge.8214@scpd.gov,2650,1,Active
OFF-7442,PoliceOfficer,OFF-7442,Officer Maria Garcia,Maria,Garcia,7442,Officer,Metropolitan Police Department,County Sheriff,Precinct 3,District 2,Charleston,WV,1/01/2005,10,5/01/2005,Rotating,Special Investigations,101,55,44,8,2,EVOC (Emergency Driving)|Crisis Intervention|Evidence Collection|DUI Enforcement,Yes,Yes,(462) 540-8258,badge.7442@wvpd.gov,1434,1,Active
OFF-8205,PoliceOfficer,OFF-8205,Officer Robert Martinez,Robert,Martinez,8205,Senior Officer,Municipal Police Department,Municipal,Precinct 12,District 4,Columbia,SC,3/01/2001,14,6/01/2001,Day (7AM-3PM),Traffic,71,100,54,1,2,EVOC (Emergency Driving)|DUI Enforcement,Yes,Yes,(497) 356-2716,badge.8205@scpd.gov,6290,1,Active
OFF-2217,PoliceOfficer,OFF-2217,Officer Linda Jackson,Linda,Jackson,2217,Sergeant,Metropolitan Police Department,County Sheriff,Precinct 11,District 4,Albany,NY,1/01/2006,9,4/01/2006,Night (11PM-7AM),Traffic,161,135,67,11,0,EVOC (Emergency Driving),Yes,Yes,(572) 569-6226,badge.2217@nypd.gov,2468,1,Active
OFF-7376,PoliceOfficer,OFF-7376,Officer Maria Brown,Maria,Brown,7376,Officer,State Highway Patrol Police Department,County Sheriff,Precinct 15,District 8,Charleston,WV,5/01/2008,7,2/01/2008,Evening (3PM-11PM),Patrol,334,72,14,1,0,DUI Enforcement|Accident Reconstruction,Yes,No,(758) 315-3916,badge.7376@wvpd.gov,6040,1,Active
OFF-1616,PoliceOfficer,OFF-1616,Officer Karen Moore,Karen,Moore,1616,Sergeant,County Sheriff Police Department,State Highway Patrol,Precinct 9,District 5,Raleigh,NC,11/01/1991,24,10/01/1991,Rotating,Patrol,302,5,38,8,0,Crisis Intervention|DUI Enforcement,No,No,(396) 590-6415,badge.1616@ncpd.gov,4748,1,Active
OFF-4478,PoliceOfficer,OFF-4478,Officer William Taylor,William,Taylor,4478,Sergeant,County Sheriff Police Department,Municipal,Precinct 7,District 5,Columbia,SC,7/01/2013,2,9/01/2013,Evening (3PM-11PM),Traffic,267,32,19,0,1,EVOC (Emergency Driving),Yes,Yes,(507) 418-1990,badge.4478@scpd.gov,5921,1,Active
OFF-3753,PoliceOfficer,OFF-3753,Officer Sandra Anderson,Sandra,Anderson,3753,Officer,State Highway Patrol Police Department,State Highway Patrol,Precinct 7,District 8,Albany,NY,10/01/2010,5,3/01/2010,Night (11PM-7AM),Traffic,190,45,10,3,2,DUI Enforcement|Traffic Investigation,Yes,No,(606) 768-5758,badge.3753@nypd.gov,4624,1,Active
OFF-8866,PoliceOfficer,OFF-8866,Officer Karen Thomas,Karen,Thomas,8866,Sergeant,County Sheriff Police Department,County Sheriff,Precinct 8,District 8,Charleston,WV,11/01/2001,14,3/01/2001,Rotating,Special Investigations,83,79,4,9,0,DUI Enforcement|Evidence Collection|Traffic Investigation|Crisis Intervention,No,Yes,(457) 220-1756,badge.8866@wvpd.gov,3206,1,Active
OFF-5830,PoliceOfficer,OFF-5830,Officer Maria Taylor,Maria,Taylor,5830,Detective,State Highway Patrol Police Department,County Sheriff,Precinct 16,District 2,Charleston,WV,4/01/2014,1,12/01/2014,Rotating,Traffic,397,92,13,3,0,Accident Reconstruction|DUI Enforcement|Crisis Intervention|Traffic Investigation,Yes,No,(950) 236-4857,badge.5830@wvpd.gov,1521,1,Active
OFF-7998,PoliceOfficer,OFF-7998,Officer David Anderson,David,Anderson,7998,Officer,State Highway Patrol Police Department,Transit,Precinct 16,District 8,Columbia,SC,7/01/2002,13,7/01/2002,Evening (3PM-11PM),Traffic,104,60,16,1,1,Traffic Investigation,No,No,(491) 535-7375,badge.7998@scpd.gov,5028,1,Active
OFF-8445,PoliceOfficer,OFF-8445,Officer Robert Taylor,Robert,Taylor,8445,Officer,County Sheriff Police Department,State Highway Patrol,Precinct 15,District 3,Richmond,VA,3/01/2007,8,7/01/2007,Day (7AM-3PM),Traffic,349,96,23,2,1,Crisis Intervention|Evidence Collection,Yes,Yes,(226) 468-8022,badge.8445@vapd.gov,7698,1,Active
OFF-8869,PoliceOfficer,OFF-8869,Officer John Thomas,John,Thomas,8869,Senior Officer,Municipal Police Department,State Highway Patrol,Precinct 10,District 3,Columbia,SC,7/01/2000,15,11/01/2000,Night (11PM-7AM),Detective Bureau,32,116,71,4,1,Evidence Collection|Crisis Intervention|Accident Reconstruction|Traffic Investigation,Yes,No,(374) 632-6301,badge.8869@scpd.gov,6486,1,Active
OFF-9595,PoliceOfficer,OFF-9595,Officer Robert Davis,Robert,Davis,9595,Officer,State Highway Patrol Police Department,County Sheriff,Precinct 6,District 7,Columbia,SC,11/01/1988,27,12/01/1988,Rotating,Special Investigations,102,131,10,6,2,EVOC (Emergency Driving)|Traffic Investigation|Crisis Intervention,Yes,No,(882) 504-8365,badge.9595@scpd.gov,1142,1,Active
OFF-5160,PoliceOfficer,OFF-5160,Officer Barbara Miller,Barbara,Miller,5160,Senior Officer,County Sheriff Police Department,State Highway Patrol,Precinct 3,District 8,Columbia,SC,9/01/1995,20,4/01/1995,Day (7AM-3PM),K9,272,107,23,5,2,Crisis Intervention|Evidence Collection|Accident Reconstruction,Yes,No,(423) 230-3612,badge.5160@scpd.gov,7136,1,Active
OFF-9667,PoliceOfficer,OFF-9667,Officer Barbara Thompson,Barbara,Thompson,9667,Officer,State Highway Patrol Police Department,State Highway Patrol,Precinct 15,District 8,Charleston,WV,10/01/2013,2,9/01/2013,Night (11PM-7AM),K9,72,71,2,8,2,Crisis Intervention,Yes,No,(756) 252-7983,badge.9667@wvpd.gov,6969,1,Active
OFF-9719,PoliceOfficer,OFF-9719,Officer Linda Garcia,Linda,Garcia,9719,Senior Officer,Metropolitan Police Department,Transit,Precinct 10,District 8,Albany,NY,5/01/2009,6,6/01/2009,Rotating,Patrol,289,31,34,4,0,EVOC (Emergency Driving)|Accident Reconstruction,No,No,(236) 737-1220,badge.9719@nypd.gov,1707,1,Active
OFF-3994,PoliceOfficer,OFF-3994,Officer James Anderson,James,Anderson,3994,Senior Officer,County Sheriff Police Department,Transit,Precinct 3,District 2,Richmond,VA,1/01/1995,20,4/01/1995,Night (11PM-7AM),Patrol,95,71,71,5,2,Accident Reconstruction,No,No,(306) 503-3686,badge.3994@vapd.gov,8513,1,Active
OFF-3106,PoliceOfficer,OFF-3106,Officer John Robinson,John,Robinson,3106,Officer,County Sheriff Police Department,Transit,Precinct 9,District 1,Columbia,SC,4/01/1994,21,7/01/1994,Rotating,Patrol,229,125,9,1,1,Traffic Investigation|DUI Enforcement,No,Yes,(388) 907-7162,badge.3106@scpd.gov,9800,1,On Leave
OFF-6428,PoliceOfficer,OFF-6428,Officer Michael Martin,Michael,Martin,6428,Detective,State Highway Patrol Police Department,Municipal,Precinct 4,District 2,Richmond,VA,10/01/1996,19,9/01/1996,Rotating,K9,201,115,44,9,0,Traffic Investigation|EVOC (Emergency Driving),No,Yes,(774) 778-4793,badge.6428@vapd.gov,9887,1,Retired
OFF-3639,PoliceOfficer,OFF-3639,Officer Barbara Wilson,Barbara,Wilson,3639,Officer,County Sheriff Police Department,Municipal,Precinct 2,District 2,Albany,NY,4/01/2002,13,9/01/2002,Evening (3PM-11PM),Special Investigations,170,23,42,7,2,Traffic Investigation,Yes,Yes,(532) 388-6815,badge.3639@nypd.gov,5763,1,On Leave
OFF-8234,PoliceOfficer,OFF-8234,Officer William Taylor,William,Taylor,8234,Officer,County Sheriff Police Department,Municipal,Precinct 13,District 3,Albany,NY,8/01/1990,25,1/01/1990,Night (11PM-7AM),Patrol,230,42,50,8,2,Crisis Intervention|Traffic Investigation,No,No,(546) 543-4294,badge.8234@nypd.gov,4642,1,Active
OFF-6460,PoliceOfficer,OFF-6460,Officer Michael Brown,Michael,Brown,6460,Officer,State Highway Patrol Police Department,County Sheriff,Precinct 14,District 1,Albany,NY,6/01/2007,8,12/01/2007,Day (7AM-3PM),K9,191,96,29,0,2,Traffic Investigation|DUI Enforcement|Crisis Intervention,No,No,(841) 610-4837,badge.6460@nypd.gov,5438,1,Active
OFF-7027,PoliceOfficer,OFF-7027,Officer James Anderson,James,Anderson,7027,Sergeant,County Sheriff Police Department,Municipal,Precinct 9,District 1,Charleston,WV,1/01/2008,7,7/01/2008,Day (7AM-3PM),Patrol,353,125,14,0,1,Accident Reconstruction|DUI Enforcement,Yes,Yes,(514) 308-8008,badge.7027@wvpd.gov,2606,1,Active
OFF-1142,PoliceOfficer,OFF-1142,Officer Sandra White,Sandra,White,1142,Officer,Metropolitan Police Department,County Sheriff,Precinct 1,District 5,Charleston,WV,10/01/1993,22,1/01/1993,Rotating,Patrol,130,8,24,7,2,EVOC (Emergency Driving)|DUI Enforcement|Crisis Intervention|Accident Reconstruction,Yes,No,(339) 306-3974,badge.1142@wvpd.gov,2999,1,Active
OFF-5178,PoliceOfficer,OFF-5178,Officer Maria White,Maria,White,5178,Officer,Municipal Police Department,County Sheriff,Precinct 19,District 6,Columbia,SC,12/01/2006,9,9/01/2006,Day (7AM-3PM),Detective Bureau,360,39,6,0,0,Evidence Collection|Traffic Investigation,Yes,No,(784) 971-7294,badge.5178@scpd.gov,4734,1,Active
OFF-4363,PoliceOfficer,OFF-4363,Officer David Robinson,David,Robinson,4363,Detective,Metropolitan Police Department,Transit,Precinct 12,District 1,Columbia,SC,6/01/2011,4,11/01/2011,Day (7AM-3PM),Detective Bureau,93,66,48,7,2,Evidence Collection|DUI Enforcement,No,No,(514) 465-8744,badge.4363@scpd.gov,3491,1,Active
OFF-2575,PoliceOfficer,OFF-2575,Officer James White,James,White,2575,Officer,Municipal Police Department,County Sheriff,Precinct 11,District 2,Columbia,SC,11/01/1989,26,7/01/1989,Night (11PM-7AM),Detective Bureau,393,107,34,7,0,Accident Reconstruction|EVOC (Emergency Driving)|Traffic Investigation,Yes,Yes,(982) 334-7514,badge.2575@scpd.gov,3344,1,Active
OFF-6503,PoliceOfficer,OFF-6503,Officer James Anderson,James,Anderson,6503,Officer,Metropolitan Police Department,State Highway Patrol,Precinct 11,District 1,Albany,NY,2/01/1996,19,6/01/1996,Evening (3PM-11PM),Patrol,371,124,71,8,1,Evidence Collection|Accident Reconstruction|Traffic Investigation,No,Yes,(608) 391-9316,badge.6503@nypd.gov,9753,1,Active
OFF-3625,PoliceOfficer,OFF-3625,Officer David Robinson,David,Robinson,3625,Captain,County Sheriff Police Department,County Sheriff,Precinct 8,District 1,Charleston,WV,6/01/2011,4,9/01/2011,Evening (3PM-11PM),K9,21,65,24,0,2,Evidence Collection|Crisis Intervention,No,Yes,(441) 790-2472,badge.3625@wvpd.gov,6459,1,Active
OFF-6939,PoliceOfficer,OFF-6939,Officer James Wilson,James,Wilson,6939,Officer,Metropolitan Police Department,Municipal,Precinct 10,District 3,Columbia,SC,3/01/1999,16,12/01/1999,Rotating,K9,133,65,38,4,2,Accident Reconstruction|EVOC (Emergency Driving)|Evidence Collection,Yes,No,(380) 998-3293,badge.6939@scpd.gov,9743,1,Active
OFF-6592,PoliceOfficer,OFF-6592,Officer David Harris,David,Harris,6592,Detective,Municipal Police Department,County Sheriff,Precinct 17,District 1,Charleston,WV,4/01/2004,11,6/01/2004,Rotating,Detective Bureau,347,114,36,2,0,Traffic Investigation|EVOC (Emergency Driving)|Accident Reconstruction|Evidence Collection,No,Yes,(910) 521-1339,badge.6592@wvpd.gov,6474,1,Active
OFF-6090,PoliceOfficer,OFF-6090,Officer Barbara Thomas,Barbara,Thomas,6090,Senior Officer,County Sheriff Police Department,Municipal,Precinct 7,District 8,Columbia,SC,8/01/2011,4,10/01/2011,Night (11PM-7AM),Special Investigations,104,79,22,6,1,DUI Enforcement,No,Yes,(956) 663-5917,badge.6090@scpd.gov,9978,1,Active
OFF-9698,PoliceOfficer,OFF-9698,Officer John Williams,John,Williams,9698,Captain,Municipal Police Department,County Sheriff,Precinct 1,District 7,Albany,NY,12/01/2001,14,6/01/2001,Day (7AM-3PM),Traffic,358,43,0,12,0,Accident Reconstruction,No,Yes,(692) 319-8553,badge.9698@nypd.gov,3626,1,Active
OFF-2644,PoliceOfficer,OFF-2644,Officer Robert Garcia,Robert,Garcia,2644,Detective,County Sheriff Police Department,County Sheriff,Precinct 6,District 6,Columbia,SC,10/01/2002,13,8/01/2002,Rotating,Traffic,197,64,75,3,1,DUI Enforcement|Accident Reconstruction|Evidence Collection|EVOC (Emergency Driving),No,Yes,(559) 685-8871,badge.2644@scpd.gov,9655,1,Active
OFF-4100,PoliceOfficer,OFF-4100,Officer Robert Garcia,Robert,Garcia,4100,Officer,State Highway Patrol Police Department,Transit,Precinct 4,District 4,Columbus,OH,12/01/2011,4,3/01/2011,Evening (3PM-11PM),Patrol,328,41,70,0,2,Accident Reconstruction,No,Yes,(200) 599-4264,badge.4100@ohpd.gov,7264,1,Active
OFF-4608,PoliceOfficer,OFF-4608,Officer Sandra Miller,Sandra,Miller,4608,Detective,State Highway Patrol Police Department,Municipal,Precinct 18,District 5,Albany,NY,10/01/1992,23,9/01/1992,Evening (3PM-11PM),Detective Bureau,282,52,16,7,0,Evidence Collection,No,Yes,(635) 246-7673,badge.4608@nypd.gov,8315,1,Active
OFF-3774,PoliceOfficer,OFF-3774,Officer Linda Thompson,Linda,Thompson,3774,Senior Officer,Municipal Police Department,County Sheriff,Precinct 13,District 3,Albany,NY,3/01/1999,16,11/01/1999,Evening (3PM-11PM),Special Investigations,178,64,28,10,1,Evidence Collection|Traffic Investigation|Crisis Intervention,No,Yes,(330) 679-2204,badge.3774@nypd.gov,5863,1,Active
OFF-9795,PoliceOfficer,OFF-9795,Officer Michael Johnson,Michael,Johnson,9795,Officer,County Sheriff Police Department,Municipal,Precinct 8,District 3,Charleston,WV,1/01/2000,15,4/01/2000,Day (7AM-3PM),Special Investigations,314,80,38,12,1,EVOC (Emergency Driving)|DUI Enforcement|Accident Reconstruction,No,No,(601) 701-7092,badge.9795@wvpd.gov,2324,1,Active
OFF-3806,PoliceOfficer,OFF-3806,Officer Robert Thompson,Robert,Thompson,3806,Officer,Metropolitan Police Department,County Sheriff,Precinct 19,District 8,Raleigh,NC,6/01/2011,4,7/01/2011,Evening (3PM-11PM),K9,350,68,23,3,1,Crisis Intervention,Yes,No,(473) 560-4122,badge.3806@ncpd.gov,1291,1,Active
OFF-9304,PoliceOfficer,OFF-9304,Officer Karen Harris,Karen,Harris,9304,Officer,Metropolitan Police Department,Transit,Precinct 7,District 8,Charleston,WV,10/01/2005,10,10/01/2005,Evening (3PM-11PM),Special Investigations,239,143,4,8,1,EVOC (Emergency Driving)|Evidence Collection,No,Yes,(793) 599-5166,badge.9304@wvpd.gov,6913,1,Active
OFF-8523,PoliceOfficer,OFF-8523,Officer Michael Anderson,Michael,Anderson,8523,Officer,Metropolitan Police Department,Municipal,Precinct 19,District 4,Albany,NY,7/01/1992,23,4/01/1992,Night (11PM-7AM),Traffic,122,19,17,8,2,DUI Enforcement|Crisis Intervention|Evidence Collection|EVOC (Emergency Driving),No,Yes,(479) 554-7331,badge.8523@nypd.gov,4705,1,Active
OFF-5750,PoliceOfficer,OFF-5750,Officer Patricia Robinson,Patricia,Robinson,5750,Sergeant,County Sheriff Police Department,Municipal,Precinct 7,District 4,Raleigh,NC,7/01/1996,19,3/01/1996,Rotating,Special Investigations,121,63,36,0,0,EVOC (Emergency Driving),No,No,(979) 805-5807,badge.5750@ncpd.gov,8168,1,Active
OFF-9378,PoliceOfficer,OFF-9378,Officer Sandra Martin,Sandra,Martin,9378,Officer,Metropolitan Police Department,State Highway Patrol,Precinct 2,District 7,Richmond,VA,6/01/2011,4,10/01/2011,Night (11PM-7AM),Special Investigations,36,109,28,5,1,Evidence Collection,No,Yes,(876) 503-6691,badge.9378@vapd.gov,9709,1,On Leave
OFF-8887,PoliceOfficer,OFF-8887,Officer Maria Martinez,Maria,Martinez,8887,Officer,Metropolitan Police Department,Transit,Precinct 8,District 7,Charleston,WV,5/01/1989,26,7/01/1989,Night (11PM-7AM),Detective Bureau,151,31,41,7,2,EVOC (Emergency Driving)|Accident Reconstruction,Yes,No,(574) 425-3776,badge.8887@wvpd.gov,4371,1,Active
OFF-7213,PoliceOfficer,OFF-7213,Officer Michael Martin,Michael,Martin,7213,Sergeant,Municipal Police Department,County Sheriff,Precinct 10,District 2,Raleigh,NC,11/01/1989,26,3/01/1989,Rotating,K9,57,11,0,8,2,Traffic Investigation,No,Yes,(376) 751-4474,badge.7213@ncpd.gov,5563,1,Active
OFF-3607,PoliceOfficer,OFF-3607,Officer Linda Jackson,Linda,Jackson,3607,Officer,County Sheriff Police Department,County Sheriff,Precinct 11,District 8,Columbia,SC,12/01/1988,27,2/01/1988,Evening (3PM-11PM),Special Investigations,322,50,36,7,2,Evidence Collection|Accident Reconstruction|EVOC (Emergency Driving),No,Yes,(948) 659-1402,badge.3607@scpd.gov,8646,1,Active
OFF-1567,PoliceOfficer,OFF-1567,Officer James Robinson,James,Robinson,1567,Captain,State Highway Patrol Police Department,County Sheriff,Precinct 4,District 7,Columbia,SC,2/01/2010,5,4/01/2010,Day (7AM-3PM),Detective Bureau,246,58,35,7,2,DUI Enforcement|EVOC (Emergency Driving),Yes,Yes,(683) 892-8362,badge.1567@scpd.gov,1873,1,Active
OFF-8673,PoliceOfficer,OFF-8673,Officer Barbara Thompson,Barbara,Thompson,8673,Sergeant,Metropolitan Police Department,Municipal,Precinct 20,District 2,Columbia,SC,12/01/1989,26,10/01/1989,Evening (3PM-11PM),Patrol,215,22,38,10,0,DUI Enforcement,No,Yes,(297) 313-9297,badge.8673@scpd.gov,1207,1,Active
OFF-8041,PoliceOfficer,OFF-8041,Officer David White,David,White,8041,Sergeant,Metropolitan Police Department,County Sheriff,Precinct 1,District 2,Charleston,WV,6/01/1990,25,7/01/1990,Day (7AM-3PM),Detective Bureau,150,23,57,3,0,Crisis Intervention,No,Yes,(480) 413-4362,badge.8041@wvpd.gov,3277,1,Active
OFF-9006,PoliceOfficer,OFF-9006,Officer David Johnson,David,Johnson,9006,Sergeant,Municipal Police Department,Municipal,Precinct 4,District 5,Albany,NY,1/01/2001,14,8/01/2001,Night (11PM-7AM),Patrol,132,22,35,0,1,Crisis Intervention|DUI Enforcement|EVOC (Emergency Driving)|Evidence Collection,No,Yes,(427) 548-1822,badge.9006@nypd.gov,7006,1,Active
