:ID,:LABEL,transaction_id,transaction_type,linked_claim_id,linked_policy_number,amount_usd,payment_account_id,payment_routing_hash,payment_method,transaction_date,bank_name,routing_number_hash,account_type,transaction_status,fraud_flag,velocity_flag,round_amount_flag,payee_name,payee_entity_id,payment_channel,is_shared_account_flag,counterparty_entity_type,days_to_payment,suspicious_timing_flag
TXN-001195,FinancialTransaction,TXN-001195,Premium Payment,,607259,469.69,PAY-C4BF18FDAD,30cfb2d1e3289983,Check,11/1/2015,Citibank,2bd53a382e95,Savings,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Customer,5,No
TXN-001196,FinancialTransaction,TXN-001196,Claim Payment,CLM-979336,979336,57240.0,PAY-975AD01F32,f4a04742223d3de8,ACH,4/9/2015,Chase,71c52a8b3cf2,Checking,Pending,No,Yes,No,Attorney,CLM-979336,Venmo,No,Customer,52,No
TXN-001197,FinancialTransaction,TXN-001197,Premium Payment,,979336,5070.6,PAY-975AD01F32,f4a04742223d3de8,ACH,28/11/2015,Citibank,65f3076d0d08,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Lawyer,13,No
TXN-001198,FinancialTransaction,TXN-001198,Claim Payment,CLM-865201,865201,46200.0,PAY-9F35B114C6,993c5fd40a3472de,Check,8/4/2015,BOA,2b857770c1d6,Checking,Reversed,No,No,Yes,Insured,CLM-865201,Zelle,No,Lawyer,28,No
TXN-001199,FinancialTransaction,TXN-001199,Premium Payment,,865201,4060.77,PAY-9F35B114C6,993c5fd40a3472de,Check,25/6/2015,Wells Fargo,d027850887f7,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Hospital,22,No
TXN-001200,FinancialTransaction,TXN-001200,Premium Payment,,140977,5857.6,PAY-8EC72A61B2,79d4480baace83c0,ACH,7/10/2015,Citibank,7ab08068f8f0,Checking,Cleared,No,No,No,Insurance Carrier,,Check,No,Hospital,52,No
TXN-001201,FinancialTransaction,TXN-001201,Claim Payment,CLM-787351,787351,56160.0,PAY-A873688979,c1d4b87151c443f8,Wire Transfer,,BOA,0a4240b9d92c,Savings,Cleared,No,No,No,Medical Provider,CLM-787351,Wire,No,RepairShop,54,No
TXN-001202,FinancialTransaction,TXN-001202,Premium Payment,,787351,5760.27,PAY-A873688979,c1d4b87151c443f8,Check,25/2/2015,Chase,baacb878ed0d,Savings,Cleared,No,No,No,Insurance Carrier,,Check,No,Hospital,48,No
TXN-001203,FinancialTransaction,TXN-001203,Premium Payment,,272330,3797.16,PAY-E3EADC6651,30e08c31582cfa16,ACH,6/10/2015,Chase,5ac26099a258,Checking,Cleared,No,No,No,Insurance Carrier,,Unknown,No,Hospital,44,No
TXN-001204,FinancialTransaction,TXN-001204,Premium Payment,,728025,9462.87,PAY-37D597F2C0,8410570865ec510d,Check,23/12/2015,Wells Fargo,16279eb73fac,Checking,Cleared,No,No,No,Insurance Carrier,,ACH,No,Unknown,26,No
TXN-001205,FinancialTransaction,TXN-001205,Claim Payment,CLM-804608,804608,30700.0,PAY-F7B2D3FAE5,c16251dca181432e,Check,7/5/2015,Wells Fargo,9564233198a1,Checking,Cleared,No,No,Yes,Attorney,CLM-804608,Zelle,No,Customer,21,No
TXN-001206,FinancialTransaction,TXN-001206,Premium Payment,,804608,3147.54,PAY-F7B2D3FAE5,c16251dca181432e,Check,21/4/2015,Citibank,144832eb76a0,Savings,Cleared,No,No,No,Insurance Carrier,,Check,No,Hospital,8,No
TXN-001207,FinancialTransaction,TXN-001207,Premium Payment,,718829,4856.74,PAY-6696535F99,a833fdcc489d8d47,Check,14/6/2015,Wells Fargo,94057da33d55,Savings,Cleared,No,No,No,Insurance Carrier,,ACH,No,RepairShop,44,No
TXN-001208,FinancialTransaction,TXN-001208,Claim Payment,CLM-482404,482404,3960.0,PAY-58DFE6F19B,3b25b95df47a3e35,Check,,Wells Fargo,eabb9bca3f97,Checking,Cleared,No,No,No,Repair Shop,CLM-482404,Venmo,No,Hospital,37,No
TXN-001209,FinancialTransaction,TXN-001209,Premium Payment,,482404,369.66,PAY-58DFE6F19B,3b25b95df47a3e35,Check,1/5/2015,Citibank,440749b90127,Checking,Cleared,No,No,No,Insurance Carrier,,Unknown,No,Unknown,35,No
TXN-001210,FinancialTransaction,TXN-001210,Premium Payment,,331170,3302.86,PAY-7CD97D3730,7efa78a593d0a449,ACH,14/10/2015,Wells Fargo,cb96cd95dc68,Savings,Cleared,No,No,No,Insurance Carrier,,Wire,No,Lawyer,9,No
TXN-001211,FinancialTransaction,TXN-001211,Claim Payment,CLM-753056,753056,79500.0,PAY-701F8F5541,241181d842fceacd,Check,7/8/2015,Citibank,c0c45523fc75,Checking,Cleared,No,No,Yes,Insured,CLM-753056,ACH,No,Unknown,21,No
TXN-001212,FinancialTransaction,TXN-001212,Premium Payment,,753056,7347.82,PAY-701F8F5541,241181d842fceacd,Credit Card,20/7/2015,Chase,b5e4bcad5908,Checking,Cleared,No,No,No,Insurance Carrier,,Check,Yes,RepairShop,54,No
TXN-001213,FinancialTransaction,TXN-001213,Premium Payment,,910365,5545.48,PAY-D5D2A638E8,4743c0868a5bbc6b,ACH,10/5/2015,Chase,548af6969e86,Savings,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Lawyer,51,No
TXN-001214,FinancialTransaction,TXN-001214,Premium Payment,,379268,6822.46,PAY-A3EF0EF85B,e81191a211a3329c,ACH,5/1/2015,Chase,dc344a4da6b9,Savings,Cleared,No,No,No,Insurance Carrier,,Unknown,No,Customer,14,No
TXN-001215,FinancialTransaction,TXN-001215,Claim Payment,CLM-362843,362843,4950.0,PAY-EF76E9590F,db6300bd307a92fd,Direct Deposit,20/6/2015,Wells Fargo,309c8e83fdac,Checking,Cleared,No,No,No,Repair Shop,CLM-362843,Venmo,No,RepairShop,49,No
TXN-001216,FinancialTransaction,TXN-001216,Premium Payment,,362843,448.66,PAY-EF76E9590F,db6300bd307a92fd,ACH,26/7/2015,Wells Fargo,d6ae66739ad8,Checking,Pending,No,No,No,Insurance Carrier,,Venmo,No,RepairShop,3,No
TXN-001217,FinancialTransaction,TXN-001217,Claim Payment,CLM-135400,135400,48000.0,PAY-E271FF9999,16066e84629232c7,Direct Deposit,4/5/2015,BOA,d7780815016e,Checking,Flagged,No,No,Yes,Insured,CLM-135400,ACH,No,Hospital,38,No
TXN-001218,FinancialTransaction,TXN-001218,Premium Payment,,135400,4329.57,PAY-E271FF9999,16066e84629232c7,ACH,25/1/2015,Chase,d94976dade89,Checking,Cleared,No,No,No,Insurance Carrier,,ACH,No,RepairShop,12,No
TXN-001219,FinancialTransaction,TXN-001219,Premium Payment,,798579,5046.52,PAY-70461F42EE,2e8062f0d2fc7e17,ACH,15/11/2015,BOA,470757c4ea35,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Customer,22,No
TXN-001220,FinancialTransaction,TXN-001220,Premium Payment,,250833,6198.45,PAY-7E00BD6F8C,1078cff2bf780a01,ACH,11/8/2015,Chase,52e036e46abc,Savings,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Customer,5,No
TXN-001221,FinancialTransaction,TXN-001221,Premium Payment,,824116,6342.41,PAY-7295677978,39daaca3e378750f,Credit Card,12/6/2015,Wells Fargo,4c19e400c575,Savings,Cleared,No,No,No,Insurance Carrier,,Unknown,No,Customer,8,No
TXN-001222,FinancialTransaction,TXN-001222,Claim Payment,CLM-322613,322613,55200.0,PAY-817C0A5B20,9269e152cccc4ace,Direct Deposit,14/5/2015,Chase,4f96cdeae7ee,Checking,Cleared,No,Yes,Yes,Insured,CLM-322613,Unknown,Yes,RepairShop,18,No
TXN-001223,FinancialTransaction,TXN-001223,Premium Payment,,322613,4542.11,PAY-817C0A5B20,9269e152cccc4ace,ACH,20/10/2015,Chase,e501c2ac9eab,Checking,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Unknown,10,No
TXN-001224,FinancialTransaction,TXN-001224,Premium Payment,,871305,5692.64,PAY-A5F3E3D10B,07911a5369b45a1c,Credit Card,9/9/2015,Wells Fargo,3ecf2c5ad76c,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,RepairShop,49,No
TXN-001225,FinancialTransaction,TXN-001225,Claim Payment,CLM-488037,488037,4680.0,PAY-765462F74F,b5b1551e3ae1ce0c,Wire Transfer,2/8/2015,Wells Fargo,9a4646cbf8f3,Checking,Cleared,No,No,No,Lienholder,CLM-488037,Zelle,No,Hospital,27,No
TXN-001226,FinancialTransaction,TXN-001226,Premium Payment,,488037,468.68,PAY-765462F74F,b5b1551e3ae1ce0c,ACH,26/7/2015,BOA,76ec4d7db1e3,Savings,Cleared,No,No,No,Insurance Carrier,,Wire,No,Customer,11,No
TXN-001227,FinancialTransaction,TXN-001227,Premium Payment,,485813,5176.44,PAY-08733818FB,6f4456c684b0b16e,ACH,8/11/2015,Wells Fargo,6df8ec6e78ed,Checking,Cleared,No,No,No,Insurance Carrier,,Check,No,Hospital,45,No
TXN-001228,FinancialTransaction,TXN-001228,Claim Payment,CLM-886473,886473,3520.0,PAY-E44104C822,d648a8ed817e2814,ACH,26/4/2015,BOA,9db39a7d2d00,Checking,Cleared,No,No,No,Medical Provider,CLM-886473,Check,No,Customer,24,No
TXN-001229,FinancialTransaction,TXN-001229,Premium Payment,,886473,292.78,PAY-E44104C822,d648a8ed817e2814,Check,2/7/2015,BOA,41ec76c62d6a,Checking,Cleared,No,No,No,Insurance Carrier,,ACH,No,Hospital,36,No
TXN-001230,FinancialTransaction,TXN-001230,Premium Payment,,907113,6780.94,PAY-C8A4495F8A,ea077e5297f2fe62,Check,11/8/2015,Chase,fb3cbc0b995a,Savings,Cleared,No,No,No,Insurance Carrier,,Wire,Yes,Lawyer,11,No
TXN-001231,FinancialTransaction,TXN-001231,Claim Payment,CLM-833321,833321,70700.0,PAY-4558DF6088,969e0b2efe3bbaa2,ACH,16/4/2015,Chase,6069b6df620e,Checking,Cleared,No,No,Yes,Lienholder,CLM-833321,Wire,No,Lawyer,29,No
TXN-001232,FinancialTransaction,TXN-001232,Premium Payment,,833321,6253.93,PAY-4558DF6088,969e0b2efe3bbaa2,ACH,9/11/2015,Chase,1faa40508427,Checking,Cleared,No,No,No,Insurance Carrier,,Unknown,No,Customer,16,No
TXN-001233,FinancialTransaction,TXN-001233,Premium Payment,,521592,5816.24,PAY-F310720CDA,bf4ece09c5592757,ACH,10/9/2015,Chase,9b9e29ad6d6f,Savings,Cleared,No,No,No,Insurance Carrier,,ACH,No,Hospital,60,No
TXN-001234,FinancialTransaction,TXN-001234,Claim Payment,CLM-254837,254837,74800.0,PAY-573E4CF8AD,95bf2d3628dbc164,Wire Transfer,14/3/2015,Wells Fargo,f936e92f8807,Checking,Cleared,No,No,Yes,Insured,CLM-254837,Unknown,No,RepairShop,38,No
TXN-001235,FinancialTransaction,TXN-001235,Premium Payment,,254837,7236.83,PAY-573E4CF8AD,95bf2d3628dbc164,ACH,4/12/2015,Wells Fargo,a37c02ae8699,Savings,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Unknown,3,No
TXN-001236,FinancialTransaction,TXN-001236,Premium Payment,,634499,403.51,PAY-DD5DD22A3F,8dfee0d6e3d35dc3,ACH,21/3/2015,Citibank,c78fc2249987,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,RepairShop,9,No
TXN-001237,FinancialTransaction,TXN-001237,Claim Payment,CLM-574707,574707,61490.0,PAY-F65A6225E1,ab8008f0ed6e61bf,Wire Transfer,,Wells Fargo,dfd39872cf17,Savings,Cleared,No,No,No,Lienholder,CLM-574707,Unknown,No,RepairShop,7,No
TXN-001238,FinancialTransaction,TXN-001238,Premium Payment,,574707,6029.04,PAY-F65A6225E1,ab8008f0ed6e61bf,Credit Card,13/8/2015,Chase,143f04436e57,Savings,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Unknown,51,No
TXN-001239,FinancialTransaction,TXN-001239,Claim Payment,CLM-476839,476839,7200.0,PAY-380AFDD29A,fe47e4ed7291906f,Direct Deposit,,Wells Fargo,c8f820b464c5,Checking,Pending,No,No,Yes,Attorney,CLM-476839,Unknown,No,Unknown,55,No
TXN-001240,FinancialTransaction,TXN-001240,Premium Payment,,476839,637.29,PAY-380AFDD29A,fe47e4ed7291906f,ACH,2/8/2015,Wells Fargo,52c318c59338,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Hospital,41,No
TXN-001241,FinancialTransaction,TXN-001241,Premium Payment,,149601,4127.42,PAY-E3AA1B54EE,600f64b00a9f74ed,Credit Card,20/12/2015,Chase,a62443a79870,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Unknown,40,No
TXN-001242,FinancialTransaction,TXN-001242,Claim Payment,CLM-630683,630683,66660.0,PAY-6124785753,2c9926b616d9ea93,Wire Transfer,4/8/2015,Chase,c3e40d2c8a82,Checking,Cleared,No,No,No,Medical Provider,CLM-630683,Wire,No,Lawyer,25,No
TXN-001243,FinancialTransaction,TXN-001243,Premium Payment,,630683,6690.67,PAY-6124785753,2c9926b616d9ea93,ACH,20/7/2015,Citibank,4c47fe89cb0b,Checking,Pending,No,No,No,Insurance Carrier,,Venmo,No,Unknown,50,No
TXN-001244,FinancialTransaction,TXN-001244,Claim Payment,CLM-500639,500639,76400.0,PAY-256A89B1B8,2d02d23f2add7ad5,Wire Transfer,,Chase,7201415391b5,Checking,Cleared,No,No,Yes,Repair Shop,CLM-500639,Check,No,RepairShop,11,No
TXN-001245,FinancialTransaction,TXN-001245,Premium Payment,,500639,6770.0,PAY-256A89B1B8,2d02d23f2add7ad5,ACH,11/12/2015,Citibank,f161978e3695,Savings,Pending,No,No,No,Insurance Carrier,,Check,No,Customer,2,No
TXN-001246,FinancialTransaction,TXN-001246,Premium Payment,,352120,5210.98,PAY-4FF75AC6C9,2c89b29efb145240,ACH,3/6/2015,Citibank,64bffb50a1ec,Checking,Pending,No,No,No,Insurance Carrier,,Zelle,No,Lawyer,57,No
TXN-001247,FinancialTransaction,TXN-001247,Claim Payment,CLM-569245,569245,57310.0,PAY-0EC1CA04EF,72476792e72346b9,Direct Deposit,2/1/2015,Chase,18e6952df6f9,Checking,Cleared,No,No,No,Medical Provider,CLM-569245,Zelle,No,Unknown,32,No
TXN-001248,FinancialTransaction,TXN-001248,Premium Payment,,569245,5799.02,PAY-0EC1CA04EF,72476792e72346b9,Check,16/12/2015,Wells Fargo,2e9db2659286,Checking,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Unknown,6,No
TXN-001249,FinancialTransaction,TXN-001249,Claim Payment,CLM-907012,907012,53100.0,PAY-FDA211329A,50055a8756d9b087,Credit Card,28/2/2015,BOA,879ebecc103c,Checking,Cleared,No,No,Yes,Medical Provider,CLM-907012,Unknown,No,Customer,1,No
TXN-001250,FinancialTransaction,TXN-001250,Premium Payment,,907012,4896.32,PAY-FDA211329A,50055a8756d9b087,Check,5/6/2015,Wells Fargo,da1142929ff3,Savings,Pending,No,No,No,Insurance Carrier,,Check,No,Hospital,1,No
TXN-001251,FinancialTransaction,TXN-001251,Claim Payment,CLM-700074,700074,74700.0,PAY-AC1FAFBF8F,9635c0959180f72a,Credit Card,,Wells Fargo,69964f900d65,Checking,Cleared,No,No,Yes,Repair Shop,CLM-700074,Check,No,RepairShop,12,No
TXN-001252,FinancialTransaction,TXN-001252,Premium Payment,,700074,6757.29,PAY-AC1FAFBF8F,9635c0959180f72a,Check,22/4/2015,Citibank,22f24ceeaab1,Checking,Cleared,No,No,No,Insurance Carrier,,Check,Yes,Customer,60,No
TXN-001253,FinancialTransaction,TXN-001253,Claim Payment,CLM-866805,866805,60500.0,PAY-03251BFA7A,88dacf5183a1a06a,Direct Deposit,,Citibank,56a802877e63,Savings,Cleared,No,No,Yes,Attorney,CLM-866805,Check,No,Hospital,6,No
TXN-001254,FinancialTransaction,TXN-001254,Premium Payment,,866805,4908.26,PAY-03251BFA7A,88dacf5183a1a06a,ACH,5/10/2015,Citibank,29dbd2040bf8,Checking,Cleared,No,No,No,Insurance Carrier,,Venmo,No,RepairShop,46,No
TXN-001255,FinancialTransaction,TXN-001255,Claim Payment,CLM-951863,951863,84920.0,PAY-C9FCB8F73E,d5c4ec96c4fc8859,Check,24/10/2015,Chase,c3154c344102,Checking,Flagged,No,Yes,No,Insured,CLM-951863,Zelle,No,Unknown,42,No
TXN-001256,FinancialTransaction,TXN-001256,Premium Payment,,951863,7532.81,PAY-C9FCB8F73E,d5c4ec96c4fc8859,ACH,13/9/2015,Citibank,69ba74d5424c,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Hospital,38,No
TXN-001257,FinancialTransaction,TXN-001257,Premium Payment,,211578,5076.11,PAY-91F16E965A,f13ff1dd6aa45158,Check,18/4/2015,BOA,c92a1c8aaeb5,Checking,Cleared,No,No,No,Insurance Carrier,,ACH,No,Customer,57,No
TXN-001258,FinancialTransaction,TXN-001258,Claim Payment,CLM-357394,357394,69080.0,PAY-DE3F7D036A,9a1caf1c078503de,Wire Transfer,3/10/2015,Citibank,50b6756a7505,Checking,Cleared,No,Yes,No,Lienholder,CLM-357394,Unknown,No,Lawyer,19,No
TXN-001259,FinancialTransaction,TXN-001259,Premium Payment,,357394,6043.81,PAY-DE3F7D036A,9a1caf1c078503de,Check,24/3/2015,Wells Fargo,a749c8a415e8,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Customer,27,No
TXN-001260,FinancialTransaction,TXN-001260,Claim Payment,CLM-863749,863749,4560.0,PAY-40B54D698F,a8883bddd8d82b1f,ACH,18/3/2015,Wells Fargo,503432531c1d,Checking,Cleared,No,No,No,Medical Provider,CLM-863749,Check,No,Customer,45,No
TXN-001261,FinancialTransaction,TXN-001261,Premium Payment,,863749,424.37,PAY-40B54D698F,a8883bddd8d82b1f,ACH,4/8/2015,Citibank,4d77d9f3b3ef,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Lawyer,52,No
TXN-001262,FinancialTransaction,TXN-001262,Claim Payment,CLM-596914,596914,67800.0,PAY-4D3D0AD965,46d6a6e0d054a110,Check,9/6/2015,BOA,7583025bf82f,Checking,Cleared,No,No,Yes,Insured,CLM-596914,Check,Yes,Hospital,51,No
TXN-001263,FinancialTransaction,TXN-001263,Premium Payment,,596914,5607.58,PAY-4D3D0AD965,46d6a6e0d054a110,Check,13/9/2015,Citibank,0ce1e2c392a1,Checking,Cleared,No,No,No,Insurance Carrier,,Check,No,Hospital,50,No
TXN-001264,FinancialTransaction,TXN-001264,Claim Payment,CLM-684653,684653,5600.0,PAY-F581FA67AC,f3ac48d981cce5cb,Direct Deposit,,Chase,24e828fac00b,Checking,Pending,No,No,Yes,Lienholder,CLM-684653,Zelle,No,Customer,31,No
TXN-001265,FinancialTransaction,TXN-001265,Premium Payment,,684653,562.2,PAY-F581FA67AC,f3ac48d981cce5cb,Check,11/10/2015,BOA,50b36b27c879,Checking,Cleared,No,No,No,Insurance Carrier,,ACH,No,Customer,45,No
TXN-001266,FinancialTransaction,TXN-001266,Claim Payment,CLM-528259,528259,9000.0,PAY-D0385CA54E,11a38db757ae3b74,Direct Deposit,,Chase,eb3537ef9aca,Checking,Cleared,No,No,Yes,Lienholder,CLM-528259,Venmo,No,Hospital,9,No
TXN-001267,FinancialTransaction,TXN-001267,Premium Payment,,528259,916.4,PAY-D0385CA54E,11a38db757ae3b74,ACH,11/6/2015,Wells Fargo,7e986a266285,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Lawyer,14,No
TXN-001268,FinancialTransaction,TXN-001268,Premium Payment,,797636,8041.09,PAY-C04D0C3557,9da079bdfe1a94f2,ACH,22/12/2015,Wells Fargo,8b036601ae25,Checking,Cleared,No,No,No,Insurance Carrier,,Unknown,No,RepairShop,10,No
TXN-001269,FinancialTransaction,TXN-001269,Premium Payment,,326180,585.3,PAY-F14241A5D1,ce41ed679358d654,Check,23/9/2015,BOA,b890f5f0c43c,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Lawyer,41,No
TXN-001270,FinancialTransaction,TXN-001270,Claim Payment,CLM-620075,620075,51370.0,PAY-9EC1CBB2CE,d2fa50a018a2a603,ACH,27/9/2015,Chase,2edd517da3d9,Savings,Cleared,No,Yes,No,Lienholder,CLM-620075,ACH,No,Unknown,18,No
TXN-001271,FinancialTransaction,TXN-001271,Premium Payment,,620075,4354.21,PAY-9EC1CBB2CE,d2fa50a018a2a603,ACH,22/6/2015,Chase,c28061480948,Savings,Cleared,No,No,No,Insurance Carrier,,Check,No,Customer,34,No
TXN-001272,FinancialTransaction,TXN-001272,Claim Payment,CLM-965187,965187,51600.0,PAY-A25F599ABF,fd77eca67a25115a,Wire Transfer,22/2/2015,Citibank,fce7de283c7e,Savings,Cleared,No,No,Yes,Medical Provider,CLM-965187,Venmo,No,Hospital,29,No
TXN-001273,FinancialTransaction,TXN-001273,Premium Payment,,965187,5253.31,PAY-A25F599ABF,fd77eca67a25115a,ACH,15/6/2015,BOA,0c37de9e91a5,Checking,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Lawyer,27,No
TXN-001274,FinancialTransaction,TXN-001274,Claim Payment,CLM-516182,516182,5400.0,PAY-FD343CBD23,d6d63a4fc2e343d6,Credit Card,,BOA,5e0d7e1debe3,Checking,Cleared,No,No,Yes,Repair Shop,CLM-516182,Venmo,No,Unknown,16,No
TXN-001275,FinancialTransaction,TXN-001275,Premium Payment,,516182,540.31,PAY-FD343CBD23,d6d63a4fc2e343d6,ACH,17/10/2015,Chase,3890fc49f7ad,Savings,Cleared,No,No,No,Insurance Carrier,,Unknown,No,Unknown,12,No
TXN-001276,FinancialTransaction,TXN-001276,Premium Payment,,728839,4582.33,PAY-83A3163D17,e42b266923234d5b,ACH,6/11/2015,BOA,9bc595d499a5,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Customer,40,No
TXN-001277,FinancialTransaction,TXN-001277,Premium Payment,,771509,496.94,PAY-9DA60FA872,9bb5524e9e66993a,Check,2/4/2015,Citibank,add184889d18,Checking,Cleared,No,No,No,Insurance Carrier,,Check,No,RepairShop,45,No
TXN-001278,FinancialTransaction,TXN-001278,Claim Payment,CLM-264221,264221,54960.0,PAY-A4462F17C4,8e8a283e1f6be91a,Credit Card,27/4/2015,BOA,83091e58b92e,Checking,Pending,No,Yes,No,Repair Shop,CLM-264221,Wire,Yes,RepairShop,3,No
TXN-001279,FinancialTransaction,TXN-001279,Premium Payment,,264221,5498.95,PAY-A4462F17C4,8e8a283e1f6be91a,ACH,27/5/2015,Wells Fargo,8f404a08329e,Checking,Pending,No,No,No,Insurance Carrier,,Wire,No,Unknown,39,No
TXN-001280,FinancialTransaction,TXN-001280,Claim Payment,CLM-602704,602704,39800.0,PAY-1BE9EA98BC,6a2d510ae8546025,Check,26/10/2015,Wells Fargo,250a6f4cbd08,Savings,Cleared,No,No,Yes,Repair Shop,CLM-602704,Check,No,Lawyer,12,No
TXN-001281,FinancialTransaction,TXN-001281,Premium Payment,,602704,3939.65,PAY-1BE9EA98BC,6a2d510ae8546025,ACH,16/6/2015,Wells Fargo,4f52fd0964bd,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Unknown,46,No
TXN-001282,FinancialTransaction,TXN-001282,Premium Payment,,672416,4883.97,PAY-1EF05DF70C,1be289c45dd23a62,ACH,15/2/2015,Citibank,348b40eabfbf,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Customer,32,No
TXN-001283,FinancialTransaction,TXN-001283,Premium Payment,,545506,5001.69,PAY-F3F50E4FB6,ffe1e2a0f8cc2910,Check,20/3/2015,Wells Fargo,76f65e6b0043,Savings,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Customer,40,No
TXN-001284,FinancialTransaction,TXN-001284,Premium Payment,,777533,6810.5,PAY-C9102229E6,68099c33e65fd58b,Check,5/10/2015,Chase,5bcc2324702a,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,RepairShop,6,No
TXN-001285,FinancialTransaction,TXN-001285,Premium Payment,,953334,8774.4,PAY-FA11EC72D4,f9845ae096090b9f,Credit Card,3/9/2015,Citibank,6cbd1775f782,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Unknown,41,No
TXN-001286,FinancialTransaction,TXN-001286,Premium Payment,,369781,508.77,PAY-94E0F9165D,4ef1d9536b32dde7,ACH,20/10/2015,Citibank,11fe3d29e4d9,Savings,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Hospital,53,No
TXN-001287,FinancialTransaction,TXN-001287,Premium Payment,,990998,9554.24,PAY-6C6E658FE1,beddcd3b7c5ba147,Credit Card,8/8/2015,Wells Fargo,bb620199e4c0,Savings,Cleared,No,No,No,Insurance Carrier,,Unknown,No,Hospital,51,No
TXN-001288,FinancialTransaction,TXN-001288,Claim Payment,CLM-982678,982678,46800.0,PAY-E044120AAE,a7d53d73baceda3a,Wire Transfer,4/9/2015,Chase,20d144ba8eac,Savings,Cleared,No,Yes,Yes,Repair Shop,CLM-982678,Unknown,Yes,Lawyer,20,No
TXN-001289,FinancialTransaction,TXN-001289,Premium Payment,,982678,3887.14,PAY-E044120AAE,a7d53d73baceda3a,ACH,24/7/2015,Wells Fargo,6f3c9590b908,Checking,Cleared,No,No,No,Insurance Carrier,,Check,No,Lawyer,23,No
TXN-001290,FinancialTransaction,TXN-001290,Claim Payment,CLM-646069,646069,56320.0,PAY-80D23D10C0,d60ae8ab668db423,ACH,16/8/2015,Wells Fargo,556584052a40,Checking,Cleared,No,No,No,Medical Provider,CLM-646069,Check,No,RepairShop,27,No
TXN-001291,FinancialTransaction,TXN-001291,Premium Payment,,646069,5554.02,PAY-80D23D10C0,d60ae8ab668db423,Check,4/2/2015,Citibank,1ba8cfffa100,Checking,Pending,No,No,No,Insurance Carrier,,Zelle,No,Customer,1,No
TXN-001292,FinancialTransaction,TXN-001292,Claim Payment,CLM-331683,331683,83490.0,PAY-CAF200BF15,c35dc61e363caebf,Check,25/2/2015,Wells Fargo,73be19a9115d,Checking,Pending,No,No,No,Repair Shop,CLM-331683,Unknown,No,Hospital,36,No
TXN-001293,FinancialTransaction,TXN-001293,Premium Payment,,331683,8653.0,PAY-CAF200BF15,c35dc61e363caebf,Credit Card,25/4/2015,Wells Fargo,0f7a8227c762,Checking,Cleared,No,No,No,Insurance Carrier,,Unknown,No,Hospital,16,No
TXN-001294,FinancialTransaction,TXN-001294,Premium Payment,,364055,4645.21,PAY-922F27249B,48a324dada516512,ACH,16/6/2015,Wells Fargo,b4d5d1d823f6,Checking,Pending,No,No,No,Insurance Carrier,,Unknown,No,Hospital,13,No
TXN-001295,FinancialTransaction,TXN-001295,Premium Payment,,521854,4013.47,PAY-3063D03133,e9ce164252eea8e6,ACH,2/5/2015,Wells Fargo,e84b01a68b85,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Hospital,8,No
TXN-001296,FinancialTransaction,TXN-001296,Claim Payment,CLM-737252,737252,66200.0,PAY-B8CDA327E7,e7326da5603760ab,Check,3/9/2015,BOA,b4b81fe2cd64,Savings,Flagged,No,No,Yes,Medical Provider,CLM-737252,Zelle,No,RepairShop,34,No
TXN-001297,FinancialTransaction,TXN-001297,Premium Payment,,737252,6067.49,PAY-B8CDA327E7,e7326da5603760ab,Credit Card,19/9/2015,Wells Fargo,f2bcb6492dcb,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Unknown,7,No
TXN-001298,FinancialTransaction,TXN-001298,Claim Payment,CLM-344480,344480,64080.0,PAY-A6B0261162,9d6f55084018f1b1,Wire Transfer,25/8/2015,Chase,c09f60cd4c37,Checking,Cleared,No,No,No,Medical Provider,CLM-344480,Unknown,No,Hospital,40,No
